"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H04803-04-02",1,10,10,3,10,12,13,15,,30,5,0.800000011920929,3,2,,,"P04803-003","Z03",,1,2,2,1,,2,12,2,,2,2792.466796875
"H04804-04-01",1,10,10,3,10,12,13,15,,30,60,0.5,4,1,1,30000,"Z01","Z01","Z01",1,2,2,1,,2,12,2,,2,2792.466796875
"H04805-04-01",1,10,10,2,10,16,14,14,6,15,2,0.25,5,2,,,"Z03","Z04",,1,2,2,2,1,5,13,2,,1,2792.466796875
"H04806-04-01",1,10,10,4,11,12,13,15,,20,5,0.300000011920929,3,2,,,"P04806-003","P04806-004","P04806-005",1,2,2,1,,5,12,2,,1,2792.466796875
"H04807-04-01",1,10,10,1,10,16,14,21,,,,,10,2,,,,,,1,2,5,1,,3,13,2,,1,2792.466796875
"H04808-04-01",1,10,10,3,10,12,13,14,6,3,5,0.25,5,2,,,"P04808-005","P04808-006","P04808-006",1,2,2,1,1,5,12,2,,2,1396.2333984375
"H04808-04-02",3,15,16,1,10,12,13,10,,,,,1,1,1,10000,,,,2,2,2,1,,5,10,2,,2,1396.2333984375
"H04810-04-01",1,10,10,1,10,12,13,19,6,6,0,0.300000011920929,3,2,,,"P04810-001",,,2,2,1,2,2,2,12,2,,1,2792.466796875
"H04903-04-01",1,10,10,2,10,16,14,16,1,60,15,2,2,2,,,"P04903-003","P04903-004","P04903-005",1,2,2,2,3,1,15,1,1,1,2792.466796875
"H04905-04-01",1,10,10,4,10,16,14,16,1,90,20,2,6,2,,,"P04905-010","P04905-011","P04905-007",2,2,2,2,2,2,13,2,,1,2792.466796875
"H04907-04-01",1,10,10,3,10,13,14,16,2,40,30,1.60000002384186,10,2,,,"P04907-003","P04907-004","P04907-006",2,2,1,1,3,2,13,2,,1,2792.466796875
"H04908-04-01",1,10,10,3,10,96,14,16,1,120,30,4.80000019073486,5,1,2,500,"P04908-003","P04908-004","P04908-004",1,2,2,1,3,1,13,2,,1,2792.466796875
"H04909-04-01",1,10,10,4,10,12,14,16,96,60,5,1.5,5,2,,,"P04909-004","P04909-003","P04909-011",1,2,5,1,3,2,13,1,1,1,2792.466796875
"H04910-04-01",1,10,10,3,10,12,13,15,,1,0,0.100000001490116,5,2,,,"P04910-010","P04910-008","P04910-012",1,1,5,1,,5,12,2,,2,2792.466796875
"H04912-04-01",1,10,10,2,10,12,13,16,96,20,0,1,5,2,,,"P04912-003","P04912-006","P04912-004",1,2,2,1,2,8,13,2,,1,2792.466796875
"H04913-04-01",1,10,10,2,10,12,14,18,,,,,2,1,1,30000,"Z03",,,2,2,2,1,,1,13,2,,1,465.4111328125
"H04913-04-02",1,10,10,2,10,12,14,16,1,30,5,0.100000001490116,1,2,,,"P04913-023","P04913-025",,2,2,2,1,2,1,13,1,1,1,465.4111328125
"H04913-04-03",1,10,10,3,10,12,14,16,6,12,5,0,1,2,,,"P04913-022",,,2,2,5,2,2,1,13,2,,1,465.4111328125
"H04913-04-04",2,14,12,1,10,12,13,11,,,,,3,2,,,,,,2,4,2,2,,5,10,1,5,1,465.4111328125
"H04913-04-05",1,10,10,2,10,12,14,16,1,15,5,0.100000001490116,4,2,,,"P04913-006","P04913-011","P04913-012",2,2,3,2,2,1,13,2,,1,465.4111328125
"H04913-04-06",1,10,10,2,10,12,14,14,96,50,10,1.60000002384186,5,2,,,"P04913-017","P04913-018","P04913-019",1,2,2,1,2,2,13,2,,1,465.4111328125
"H05002-04-01",1,10,10,2,10,16,14,16,1,20,0,1,1,2,,,"P05002-004",,,2,2,5,1,2,1,13,2,,1,2792.46655273438
"H05003-04-01",2,10,10,3,10,12,14,16,1,40,0,1,5,2,,,"P05003-002","P05003-004","P05003-005",1,2,5,1,2,1,13,2,,2,1396.23327636719
"H05003-04-02",3,15,15,1,10,12,13,12,6,6,1,0.100000001490116,1,2,,,"P05003-003",,,2,4,8,2,9,5,13,1,3,1,1396.23327636719
"H05004-04-01",1,10,10,2,10,12,13,16,1,20,0,0.5,5,2,,,"P05004-002","P05004-003","P05004-007",1,2,2,1,1,1,13,2,,2,2792.46655273438
"H05005-04-01",1,10,10,2,10,12,14,14,1,60,15,3.5,3,2,,,"P05005-013","P05005-014","Z03",1,2,1,1,2,1,12,2,,1,2792.46655273438
"H05006-04-01",1,10,10,2,10,16,14,16,2,30,10,1,3,2,,,"P05006-003","P05006-006","P05006-004",2,2,3,2,2,2,13,2,,1,2792.46655273438
"H05007-04-01",1,10,10,3,10,12,14,16,1,30,2,1,5,2,,,"P05007-005","P05007-006","P05007-004",2,2,2,1,2,1,12,2,,1,2792.46655273438
"H05008-04-01",1,10,10,3,10,16,14,16,96,35,6,1.5,3,2,,,"P05008-008","P05008-007",,2,2,2,1,2,8,12,2,,1,2792.46655273438
"H05009-04-01",2,10,10,3,12,12,13,14,1,20,5,0.5,2,2,,,"P05009-005","P05009-004","P05009-003",1,2,5,1,9,5,12,2,,1,2792.46655273438
"H05010-04-01",1,10,10,2,10,14,14,14,1,20,5,1,5,2,,,"P05010-005","P05010-002","P05010-004",1,2,5,2,2,1,13,2,,1,2792.46655273438
"H05101-04-01",2,10,10,4,10,12,13,16,6,5,40,0.400000005960464,2,2,,,"P05101-012","P05101-009","P05101-008",2,2,2,2,2,5,12,2,,1,2792.466796875
"H05102-04-01",1,10,10,4,10,14,14,16,6,20,10,0.5,3,2,,,"P05102-002","P05102-005","P05102-002",1,2,1,1,1,2,13,2,,2,2792.466796875
"H05103-04-01",1,10,10,3,10,12,13,16,1,5,1,0.25,3,2,,,"P05103-003","P05103-004","P05103-002",1,2,2,1,2,1,13,2,,1,2792.466796875
"H05104-04-01",2,15,15,1,10,96,14,16,1,45,5,0.25,1,2,,,"P05104-001",,,2,2,8,1,2,1,13,1,4,1,2792.466796875
"H05105-04-01",1,10,10,1,10,12,13,16,2,10,0,1,2,2,,,"P05105-004","P05105-006","P05105-007",1,2,2,1,1,2,13,2,,2,2792.466796875
"H05106-04-01",1,10,10,3,10,12,10,16,1,30,10,0.5,3,2,,,"P05106-005","P05106-007","P05106-008",1,2,2,1,3,1,13,2,,1,2792.466796875
"H05107-04-01",1,10,10,2,10,12,14,16,96,30,5,0.400000005960464,2,2,,,"P05107-001",,,2,2,2,1,2,1,13,2,,3,2792.466796875
"H05108-04-01",1,10,10,4,10,12,14,16,2,60,0,1,2,2,,,"P05108-003","P05108-004",,9,2,2,1,1,2,14,2,,1,2792.466796875
"H05109-04-01",1,10,10,3,10,16,14,16,1,40,5,0.800000011920929,1,2,,,"P05109-003","P05109-004",,1,4,2,2,2,8,15,2,,1,2792.466796875
"H05110-04-01",2,10,12,1,10,12,13,14,6,60,20,2,3,2,,,"P05110-002",,,1,4,2,2,1,2,12,2,,1,2792.466796875
"H05301-04-01",1,10,10,1,13,12,13,11,,,,,1,1,1,2000,,,,2,2,2,1,,5,12,2,,2,2792.466796875
"H05302-04-01",1,10,10,3,10,13,14,14,1,60,10,2,10,2,,,"P05302-003","P05302-004","P05302-008",1,2,2,2,2,1,15,2,,1,2792.466796875
"H05303-04-01",1,10,10,3,10,14,13,16,96,5,2,3.20000004768372,5,2,,,"P05303-004","P05303-006","P05303-004",2,2,2,1,2,8,15,2,,2,2792.466796875
"H05304-04-01",1,10,10,2,10,12,14,17,1,20,0,1,4,2,,,"P05304-004","P05304-005",,2,2,2,1,2,1,13,2,,1,2792.466796875
"H05305-04-01",1,10,10,3,10,12,13,17,2,120,5,5,5,2,,,"P05305-006","P05305-002","P05305-007",2,2,5,1,3,2,13,2,,1,465.4111328125
"H05305-04-02",1,15,16,1,10,12,13,11,,,,,2,1,1,20000,,,,2,2,1,1,,2,12,1,6,1,465.4111328125
"H05305-04-03",3,10,10,1,10,12,14,14,2,60,20,2,3,2,,,"P05305-003","P05305-039","P05305-040",9,4,2,1,2,1,13,2,,1,465.4111328125
"H05305-04-05",1,10,10,3,10,12,13,12,6,4,1,0.400000005960464,5,1,1,28000,"P05305-023","P05305-008","P05305-022",2,2,2,2,1,5,13,2,,2,465.4111328125
"H05306-04-01",1,10,10,1,10,16,14,16,4,60,120,3.20000004768372,2,2,,,"Z01",,,9,2,2,1,2,3,13,2,,1,1396.2333984375
"H05306-04-02",1,10,15,1,10,16,14,14,2,60,20,3.20000004768372,3,2,,,"P05306-002",,,1,2,2,1,2,3,15,2,,1,1396.2333984375
"H05308-04-01",2,15,16,1,10,12,13,17,4,90,0,1.60000002384186,10,2,,,"P05308-002","P05308-001","P05308-004",2,2,2,1,2,3,13,1,5,1,2792.466796875
"H05309-04-01",1,10,10,3,10,12,14,14,2,20,60,0.5,3,2,,,"P05309-004","P05309-005","P05309-003",2,4,2,2,2,1,12,2,,1,2792.466796875
"H05310-04-01",1,10,10,2,10,12,13,14,5,6,8,0.5,2,2,,,"Z04",,,1,2,2,1,2,2,15,2,,2,1396.2333984375
"H05310-04-02",1,10,12,2,10,12,14,14,6,5,6,0.200000002980232,5,2,,,"P05310-006","P05310-002","P05310-002",1,2,2,2,2,8,15,2,,2,1396.2333984375
"H05403-04-01",1,10,10,3,10,12,13,16,1,10,3,0.25,3,2,,,"P05403-003","P05403-009","P05403-012",1,4,2,1,1,2,12,2,,2,2792.46655273438
"H05404-04-01",1,10,10,3,10,12,14,16,2,40,0,0.800000011920929,3,2,,,"P05404-003","P05404-004",,2,2,2,1,2,2,12,2,,1,2792.46655273438
"H05405-04-01",1,10,10,1,10,12,13,16,6,60,5,1.60000002384186,1,1,1,9000,"Z01",,,2,2,2,1,2,5,12,2,,1,2792.46655273438
"H05406-04-01",1,15,10,1,10,12,14,15,,30,5,0.300000011920929,2,2,,,"P05406-001",,,2,2,2,2,,2,13,1,2,1,2792.46655273438
"H05407-04-01",1,10,10,3,10,12,13,16,1,30,10,0.200000002980232,5,2,,,"P05407-003","P05407-008","P05407-003",2,2,1,1,2,1,12,2,,1,1396.23327636719
"H05407-04-02",1,11,16,1,10,12,13,14,6,5,2,0,3,2,,,"P05407-010","P05407-021",,2,2,2,1,2,5,12,1,3,1,1396.23327636719
"H05409-04-01",1,10,12,6,10,12,13,16,2,30,5,0.5,5,2,,,"P05409-001","P05409-002","P05409-009",1,2,2,1,3,2,13,2,,1,2792.46655273438
"H05410-04-01",1,10,10,3,10,16,13,16,96,20,4,1,3,2,,,"P05410-002","P05410-006","P05410-010",1,2,1,1,2,8,13,2,,1,2792.46655273438
"H05412-04-01",1,10,10,2,10,13,14,16,96,30,5,0.800000011920929,3,2,,,"P05412-008","P05412-007","P05412-009",1,2,2,1,2,8,13,2,,1,930.822265625
"H05412-04-02",1,10,10,3,10,16,14,16,96,15,0,0.25,3,2,,,"P05412-026","P05412-016","P05412-015",1,2,2,1,2,2,13,2,,1,930.822265625
"H05412-04-03",1,15,16,1,10,12,13,15,,10,5,0.200000002980232,7,1,1,9000,"P05412-018","P05412-019",,1,2,2,1,,8,12,1,5,1,930.822265625
"H05701-04-01",1,10,10,2,10,12,10,16,1,30,2,1,3,2,,,"P05701-003","P05701-003",,1,2,2,1,2,1,12,2,,2,2792.466796875
"H05702-04-01",1,10,10,4,10,16,14,16,1,40,5,0.5,3,2,,,"P05702-003","P05702-007",,2,2,3,1,2,1,15,2,,1,2792.466796875
"H05703-04-01",1,10,10,4,10,14,14,14,1,20,10,1,4,2,,,"P05703-003","P05703-005","P05703-004",2,2,2,1,2,1,13,2,,1,2792.466796875
"H05704-04-01",1,10,10,2,10,13,13,15,,10,20,0.349999994039536,3,2,,,"P05704-010","P05704-001","P05704-004",1,2,2,1,,5,12,2,,1,2792.466796875
"H05705-04-01",2,10,12,1,10,12,14,16,1,20,5,1,2,2,,,"P05705-001","P05705-007","P05705-008",1,2,2,1,3,1,13,1,2,1,2792.466796875
"H05706-04-01",2,10,10,2,10,12,13,18,,,,,3,1,1,18000,"Z03",,,1,2,1,1,,5,12,2,,2,2792.466796875
"H05707-04-01",1,10,10,6,10,16,13,16,1,40,15,0.400000005960464,5,2,,,"P05707-013","P05707-014","P05707-016",1,2,1,1,2,1,13,2,,1,2792.466796875
"H05709-04-01",2,10,10,1,10,12,13,16,6,20,10,0.699999988079071,2,2,,,"P05709-003","P05709-001","P05709-002",1,2,5,1,2,5,13,2,,1,2792.466796875
"H05710-04-01",1,10,10,4,10,12,14,19,2,1,0,0.00999999977648258,3,1,1,70000,"P05710-003","P05710-004","P05710-005",1,2,2,1,2,8,12,2,,2,2792.466796875
"H05711-04-01",1,10,10,3,10,16,14,16,6,25,30,0.400000005960464,4,2,,,"P05711-003","P05711-004","P05711-005",1,2,2,1,2,2,13,2,,1,1396.2333984375
"H05711-04-02",2,10,16,2,10,12,14,14,6,10,10,0,2,2,,,"P05711-011",,,9,2,2,1,9,5,12,1,1,1,1396.2333984375
"H05901-04-01",2,10,10,2,10,12,13,11,,,,,5,1,1,5000,,,,9,2,2,1,,5,12,2,,2,2551.701171875
"H05903-04-01",1,11,15,1,10,12,13,21,,,,,2,2,,,,,,2,2,2,2,,1,12,1,3,1,2551.701171875
"H05904-04-01",1,15,16,1,10,12,13,10,,,,,2,1,2,12000,,,,2,2,2,1,,5,12,1,6,1,2551.701171875
"H05906-04-01",1,10,10,4,10,12,13,10,,,,,5,1,1,23000,,,,2,2,2,1,,5,12,2,,2,1275.8505859375
"H05906-04-02",1,10,10,4,10,16,14,14,6,15,10,0,3,2,,,"P05906-037","P05906-038","P05906-039",1,4,2,1,2,5,13,2,,1,1275.8505859375
"H05910-04-01",1,11,10,3,10,12,13,11,,,,,3,1,1,28000,,,,2,2,8,1,,3,11,1,8,2,2551.701171875
"H06001-04-01",1,10,10,4,10,12,13,12,6,3,1,0.300000011920929,5,1,1,3000,"P06001-005","P06001-006","P06001-004",2,2,2,1,2,5,12,2,,1,2551.70141601563
"H06005-04-01",1,10,10,4,10,12,13,11,,,,,4,1,1,30000,,,,2,2,1,1,,5,11,2,,2,2551.70141601563
"H06006-04-01",1,11,10,2,10,12,13,16,1,20,0,0.200000002980232,3,2,,,"P06006-002","Z02","P06006-004",2,2,2,1,1,5,12,2,,2,2551.70141601563
"H06007-04-01",1,10,10,1,10,12,14,16,4,15,0,0.300000011920929,2,2,,,"P06007-001",,"Z02",1,2,5,1,3,5,12,2,,1,2551.70141601563
"H06008-04-01",1,15,16,2,10,12,13,19,1,2,1,0.300000011920929,3,1,1,12000,"P06008-002","P06008-003","P06008-005",2,2,2,1,1,1,12,2,,2,2551.70141601563
"H06009-04-01",1,10,10,2,10,12,13,11,,,,,2,1,1,5000,,,,1,2,1,1,,5,12,2,,1,2551.70141601563
"H06010-04-01",2,10,10,2,10,12,13,15,,10,20,0.25,2,2,,,"P06010-007","P06010-009","P06010-004",2,2,2,2,,5,12,2,,1,2551.70141601563
"H06101-04-01",1,10,10,3,10,16,14,16,1,60,60,1.60000002384186,2,2,,,"P06101-001","P06101-005",,2,1,2,1,9,1,17,,,,2551.70141601563
"H06102-04-01",1,10,12,5,10,12,13,16,1,30,0,0.5,3,2,,,"P06102-006","P06102-004","P06102-005",2,2,2,1,2,1,12,2,,1,2551.70141601563
"H06103-04-01",1,10,12,2,10,16,14,16,1,2,0,0,1,2,,,"P06103-003","P06103-004",,1,2,2,1,2,5,13,2,,1,2551.70141601563
"H06104-04-01",1,10,10,2,10,16,14,16,2,40,3,1,2,2,,,"P06104-001","P06104-003","P06104-005",9,4,2,2,2,2,12,2,,1,850.567138671875
"H06104-04-02",2,15,14,1,10,12,13,12,2,10,0,0.100000001490116,1,1,1,12000,"P06104-011","P06104-021",,2,2,2,1,2,5,12,2,,1,850.567138671875
"H06104-04-03",1,10,10,1,10,12,14,14,1,30,12,0.400000005960464,2,1,1,18000,"P06104-018","P06104-012",,9,2,2,1,3,1,12,2,,1,850.567138671875
"H06105-04-01",1,10,10,3,10,12,13,16,1,12,0,0.5,3,2,,,"P06105-011","P06105-008","P06105-017",2,2,5,2,3,1,12,2,,2,1275.85070800781
"H06105-04-02",1,10,10,2,10,16,14,16,1,90,1,2,5,2,,,"P06105-010","P06105-013",,2,2,2,1,2,1,15,2,,1,1275.85070800781
"H06107-04-01",1,10,10,2,10,12,13,16,2,30,1,1,3,2,,,"P06107-002","P06107-001",,2,2,2,1,2,1,13,2,,1,2551.70141601563
"H06108-04-01",1,10,10,2,10,16,14,14,1,60,0,1,1,2,,,"P06108-005","P06108-007",,1,2,2,1,2,1,13,2,,1,2551.70141601563
"H06109-04-01",1,10,10,2,10,12,14,16,1,40,0,0.400000005960464,5,2,,,"P06109-004","P06109-005","P06109-006",1,2,2,1,2,1,13,2,,1,2551.70141601563
"H06110-04-01",1,10,10,4,10,12,13,15,,15,5,0.5,5,2,,,"P06110-004","P06110-005","P06110-004",2,2,2,1,,2,13,2,,1,2551.70141601563
"H06201-04-01",1,10,10,3,10,16,13,16,1,10,4,0.100000001490116,3,2,,,"P06201-007","P06201-006",,2,4,2,1,2,1,13,2,,1,2551.701171875
"H06203-04-01",1,11,16,1,10,16,14,16,96,2,1,0.25,3,2,,,"P06203-001","P06203-002","P06203-003",1,2,2,2,2,2,13,1,4,1,2551.701171875
"H06207-04-01",1,10,10,2,15,16,14,22,,,,,2,1,1,24000,,,,2,4,5,1,,2,13,2,,1,2551.701171875
"H06208-04-01",1,10,10,2,15,16,14,16,1,15,0,2,3,2,,,"Z03","Z03","Z03",9,2,2,1,2,2,13,2,,1,2551.701171875
"H06209-04-01",1,16,10,1,15,16,14,17,1,35,4,0.5,1.5,2,,,"Z01","Z02",,9,4,2,2,2,1,13,2,,1,2551.701171875
"H06301-04-01",1,15,14,2,10,12,13,15,,20,6,0.300000011920929,3,2,,,"P06301-003","P06301-004","P06301-007",2,2,2,1,,2,12,1,6,1,2551.70141601563
"H06302-04-01",1,15,16,1,10,12,13,12,2,20,30,0.200000002980232,2,1,1,18000,"P06302-002","P06302-001",,9,2,2,1,2,2,12,1,6,2,2551.70141601563
"H06303-04-01",1,10,10,3,10,16,14,16,1,60,5,0.25,3,2,,,"P06303-004","P06303-005","P06303-006",2,2,2,1,2,1,13,2,,1,850.567138671875
"H06303-04-02",2,11,16,1,10,12,14,18,,,,,5,1,1,400,"Z03",,,1,2,2,1,,5,12,2,,1,850.567138671875
"H06303-04-03",3,10,12,3,10,16,14,16,6,15,4,0.100000001490116,3,2,,,"P06303-007",,,9,8,2,1,9,5,13,2,,1,850.567138671875
"H06305-04-01",1,10,10,3,10,16,14,16,6,50,5,0.800000011920929,2,2,,,"P06305-001","P06305-003","P06305-004",1,2,2,1,2,5,13,2,,1,2551.70141601563
"H06306-04-01",1,10,10,1,10,16,14,16,1,3,0,0.200000002980232,3,2,,,"P06306-002","P06306-005","P06306-006",2,2,2,2,1,1,13,1,1,1,2551.70141601563
"H06307-04-01",1,10,10,2,10,16,14,16,1,10,10,0.5,5,2,,,"P06307-004","P06307-005","P06307-010",2,4,2,1,2,2,13,2,,1,2551.70141601563
"H06309-04-01",2,11,10,2,10,12,13,16,1,10,5,0,2,2,,,"P06309-002","P06309-003","P06309-005",2,2,2,1,2,5,12,2,,1,2551.70141601563
"H06310-04-01",2,15,16,2,10,12,13,12,96,10,8,0.25,5,1,1,6200,"P06310-005","P06310-006","P06310-009",1,2,8,1,2,3,12,2,,1,850.567138671875
"H06310-04-02",2,15,16,1,10,12,13,16,4,25,5,1,3,2,,,"P06310-016","P06310-023",,1,2,2,1,2,3,12,1,4,1,850.567138671875
"H06310-04-03",3,15,16,1,10,16,13,14,96,10,20,0.100000001490116,4,2,,,"P06310-021","P06310-022","P06310-019",2,4,2,1,2,5,13,1,4,1,850.567138671875
"H06401-04-01",1,10,10,1,10,12,14,14,1,30,2,1,1,2,,,"P06401-001",,,1,2,5,1,1,5,13,2,,1,2551.70141601563
"H06402-04-01",1,10,10,1,10,16,14,16,1,25,1,1,2,2,,,"P06402-001","P06402-002",,1,4,2,2,2,1,13,1,3,1,2551.70141601563
"H06403-04-01",1,10,10,3,10,16,14,14,1,40,10,2.40000009536743,3,2,,,"Z01",,,1,2,2,1,2,1,13,2,,1,2551.70141601563
"H06404-04-01",1,10,10,1,10,12,14,14,6,25,30,0.5,5,2,,,"P06404-003",,,1,4,2,2,2,2,13,1,1,1,2551.70141601563
"H06405-04-01",1,10,10,3,10,16,13,16,1,5,3,0,4,2,,,"P06405-002","P06405-003","P06405-004",2,2,8,1,2,2,13,2,,1,2551.70141601563
"H06406-04-01",1,10,10,1,10,16,14,14,1,20,6,0.300000011920929,2,2,,,"P06406-006","P06406-004",,2,2,2,1,2,1,13,2,,2,2551.70141601563
"H06408-04-01",1,10,10,3,10,12,13,96,96,2,0,0.100000001490116,2,2,,,"P06408-001","P06408-004","P06408-005",2,4,2,1,2,8,12,2,,1,2551.70141601563
"H06409-04-01",1,10,10,2,10,12,14,16,96,10,0,0.25,4,2,,,"P06409-003","P06409-004","P06409-006",1,2,2,1,2,8,12,2,,1,2551.70141601563
"H06410-04-01",1,10,10,3,10,12,13,14,96,30,20,2,3,2,,,"P06410-002","P06410-001","P06410-003",1,2,2,1,1,8,12,2,,2,2551.70141601563
"H06411-04-01",1,10,10,2,15,16,14,14,6,40,5,1,10,2,,,"P06411-016","P06411-006","P06411-008",1,4,2,2,1,1,13,2,,1,2551.70141601563
"H06601-04-01",1,14,14,2,10,12,13,11,,,,,1,2,,,,,,2,2,5,1,,5,12,1,4,1,2551.70141601563
"H06602-04-01",1,10,10,1,10,12,14,14,6,15,15,0.100000001490116,3,2,,,"P06602-001","P06602-001",,1,2,2,1,2,2,13,2,,1,2551.70141601563
"H06603-04-01",1,10,10,3,10,12,10,14,2,15,2,1,3,2,,,"P06603-005","P06603-010","P06603-004",1,4,2,2,1,2,12,1,4,1,2551.70141601563
"H06604-04-01",1,10,10,2,10,12,14,14,2,40,20,0.800000011920929,2,2,,,"P06604-002","Z01",,9,2,2,1,2,2,15,2,,2,2551.70141601563
"H06605-04-01",1,10,10,3,10,16,14,14,6,30,45,0.600000023841858,4,2,,,"P06605-010","P06605-008",,1,2,2,1,2,2,15,2,,1,2551.70141601563
"H06606-04-01",1,10,10,2,10,12,14,14,96,30,4,1,4,2,,,"P06606-003","P06606-002","P06606-004",1,2,2,1,1,8,12,2,,2,2551.70141601563
"H06607-04-01",1,10,10,3,10,12,13,14,6,30,30,1,4,1,2,200,"P06607-002","P06607-003","P06607-007",1,2,2,1,2,5,12,1,2,1,2551.70141601563
"H06608-04-01",1,10,10,4,10,12,13,14,6,8,15,0.300000011920929,5,2,,,"P06608-003","P06608-004","P06608-005",1,4,2,1,1,5,12,2,,1,2551.70141601563
"H06609-04-01",1,10,10,2,10,12,13,14,96,20,5,1,3,2,,,"P06609-003","P06609-004","P06609-005",1,1,2,1,1,8,11,2,,2,2551.70141601563
"H06701-04-01",1,11,10,2,10,12,13,16,1,40,5,1,3,2,,,"P06701-002","P06701-006","P06701-004",2,2,2,1,2,1,12,2,,1,2551.701171875
"H06702-04-01",2,15,16,1,10,12,13,11,,,,,3,1,1,18000,,,,2,2,5,1,,5,12,1,2,1,2551.701171875
"H06703-04-01",1,10,10,2,10,12,14,16,1,5,4,0.25,3,2,,,"P06703-002","P06703-003","P06703-004",1,2,2,1,2,5,15,2,,2,2551.701171875
"H06704-04-01",1,10,10,3,10,12,14,16,1,25,3,0.25,3,2,,,"P06704-001","P06704-004","Z01",2,2,2,2,1,1,13,2,,1,2551.701171875
"H06706-04-01",1,10,10,3,10,16,14,14,1,120,5,4,2,2,,,"P06706-001","P06706-002","P06706-005",2,4,2,1,2,1,13,2,,1,2551.701171875
"H06707-04-01",1,10,10,4,10,12,14,16,1,35,10,0.400000005960464,4,2,,,"P06707-004","P06707-005",,2,3,2,1,2,1,13,2,,1,1275.8505859375
"H06707-04-02",2,11,15,1,10,12,14,18,,,,,2,1,1,24000,"Z03",,,9,2,2,1,,1,13,1,3,1,1275.8505859375
"H06708-04-01",2,10,10,1,10,16,14,16,1,35,0,0.5,2,2,,,"P06708-005","P06708-001",,2,2,2,1,2,1,15,2,,1,2551.701171875
"H06709-04-01",1,10,10,2,10,12,14,14,1,4,2,0.25,3,2,,,"P06709-001","P06709-002","P06709-003",1,2,2,1,1,2,13,2,,2,2551.701171875
"H06710-04-01",1,10,10,3,10,16,14,16,2,25,0,1,5,2,,,"P06710-002","P06710-003","P06710-005",2,2,2,1,1,8,13,2,,1,2551.701171875
"H06801-04-01",1,10,10,1,10,12,13,15,,2,2,0.100000001490116,3,1,1,22400,"P06801-005","P06801-008","P06801-006",2,2,2,1,,5,12,1,1,2,2551.701171875
"H06802-04-01",1,10,10,4,10,12,14,14,96,30,4,1.5,5,1,1,27000,"Z03","P06802-001",,1,2,2,1,1,2,12,1,1,2,2551.701171875
"H06803-04-01",1,10,10,2,10,12,14,16,1,60,4,1.60000002384186,3,2,,,"P06803-003","P06803-002","P06803-006",2,2,2,1,2,1,13,2,,1,2551.701171875
"H06805-04-01",2,11,11,1,10,12,13,11,,,,,2,1,1,4500,,,,2,2,2,1,,5,12,1,4,3,2551.701171875
"H06806-04-01",1,10,10,1,10,12,14,96,6,10,5,0,3,1,2,30000,"P06806-002","P06806-003","P06806-004",2,2,2,1,2,5,12,2,,1,2551.701171875
"H06807-04-01",1,10,14,2,10,12,14,16,96,10,2,0.300000011920929,5,2,,,"P06807-004","P06807-007","P06807-003",1,2,2,1,2,8,12,1,1,2,2551.701171875
"H06810-04-01",1,10,10,2,10,12,13,18,,,,,2,1,1,3000,"Z03",,,9,1,2,1,,1,13,2,,1,1275.8505859375
"H06810-04-02",2,10,10,4,10,12,13,20,,10,10,0.200000002980232,5,2,,,"P06810-001","P06810-010","P06810-003",9,2,2,1,,2,12,1,8,1,1275.8505859375
"H06901-04-01",1,10,10,1,10,12,13,15,,25,5,0.200000002980232,3,2,,,"P06901-003","P06901-002","P06901-004",2,2,2,1,,5,12,2,,1,2551.70141601563
"H06902-04-01",1,10,10,5,10,12,13,16,96,10,1,0.25,5,2,,,"P06902-004","P06902-008","P06902-009",1,2,2,1,1,3,12,1,1,1,2551.70141601563
"H06903-04-01",1,10,11,1,10,12,13,15,,20,5,0.5,5,2,,,"P06903-010","P06903-002",,1,2,2,1,,5,12,2,,2,2551.70141601563
"H06906-04-01",1,10,12,1,10,16,14,15,,6,20,0.300000011920929,1,2,,,"Z04",,,1,2,2,1,,5,12,1,1,1,2551.70141601563
"H06908-04-01",1,10,10,2,10,12,13,16,4,10,2,0.25,3,2,,,"P06908-002","P06908-003",,1,2,2,1,2,5,13,2,,2,1275.85070800781
"H06909-04-01",2,15,16,1,10,12,13,15,,20,6,0.100000001490116,0.5,2,,,"P06909-003","P06909-007",,2,4,1,1,,5,12,1,3,1,2551.70141601563
"H06911-04-01",1,10,10,3,10,12,13,15,,30,20,0.5,3,1,1,30000,"P06911-002","P06911-009",,9,2,2,1,,2,14,2,,2,1275.85070800781
"H06911-04-03",2,10,16,1,10,12,13,16,96,40,20,1,2,2,,,"P06911-003",,,1,2,3,1,2,8,12,1,6,1,1275.85070800781
"H06914-04-01",1,10,10,2,10,16,14,16,6,60,20,0.800000011920929,4,2,,,"P06914-002","P06914-008","P06914-009",1,2,2,2,9,1,17,,,,2551.70141601563
"H07002-04-02",1,15,15,1,10,12,14,12,4,5,2,0.125,3,1,8,9000,"P07002-002","P07002-003",,2,2,2,2,1,3,14,1,3,1,2551.70141601563
"H07003-04-01",1,10,10,3,10,12,13,12,4,5,5,0.0199999995529652,4,2,,,"P07003-003","P07003-004","P07003-002",2,2,2,2,1,3,12,2,,1,2551.70141601563
