"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
42030401,4,3,2,210,,4203002,0.600000023841858,2,50,8,14,1,12,1,20,1,1,,2,,"H04203-04-01",2551.70141601563
42030401,3,3,2,130,,4203002,0.600000023841858,2,50,8,14,1,5,1,10,1,1,,2,,"H04203-04-01",2551.70141601563
42030401,5,3,3,620,,4203002,0.5,1,,8,14,2,,,,,,,,,"H04203-04-01",2551.70141601563
42030401,6,3,4,510,,4203002,0.400000005960464,1,,99,12,2,,,,,,,,,"H04203-04-01",2551.70141601563
42030401,9,4,6,630,,4203002,0.5,1,,1,14,2,,,,,,,,,"H04203-04-01",2551.70141601563
42040401,2,1,1,812,,4204001,1,2,50,3,6,2,,,,,,,,,"H04204-04-01",2551.70141601563
42040401,1,1,1,741,,4204001,1,2,50,2,9,2,,,,,,,,,"H04204-04-01",2551.70141601563
42040401,3,2,2,630,,4204001,0.5,1,,11,14,2,,,,,,,,,"H04204-04-01",2551.70141601563
42040401,4,3,3,210,,4204001,0.25,2,60,8,14,1,10,1,20,1,1,,2,,"H04204-04-01",2551.70141601563
42040401,5,3,3,630,,4204001,0.25,2,40,3,14,2,,,,,,,,,"H04204-04-01",2551.70141601563
42040401,6,3,4,130,,4204001,0.125,1,,8,14,1,10,1,,,1,,2,,"H04204-04-01",2551.70141601563
42040401,7,3,5,620,,4204001,0.125,1,,9,14,2,,,,,,,,,"H04204-04-01",2551.70141601563
42050401,1,1,1,210,,4205002,0.5,2,70,8,14,1,10,1,20,,1,,2,,"H04205-04-01",2551.70141601563
42050401,2,1,1,130,,4205002,0.5,2,30,8,14,1,3,1,9,,1,,1,3000,"H04205-04-01",2551.70141601563
42050401,3,1,2,620,,4205002,0.25,1,,10,14,2,,,,,,,,,"H04205-04-01",2551.70141601563
42050401,4,1,3,630,,4205002,0.25,1,,99,11,2,,,,,,,,,"H04205-04-01",2551.70141601563
42050401,6,2,4,812,,4205002,0.5,2,30,99,11,2,,,,,,,,,"H04205-04-01",2551.70141601563
42050401,5,2,4,741,,4205002,0.5,2,60,99,11,2,,,,,,,,,"H04205-04-01",2551.70141601563
42060401,3,1,1,812,,4206001,0.25,2,10,99,13,2,,,,,,,,,"H04206-04-01",2551.70141601563
42060401,1,1,1,741,,4206001,0.25,2,30,99,13,,,,,,,,,,"H04206-04-01",2551.70141601563
42060401,2,1,1,530,,4206001,0.25,2,70,7,14,2,0.125,1,0.25,1,1,,2,,"H04206-04-01",2551.70141601563
42070401,1,1,1,741,,4207002,0.5,1,,1,5,2,,,,,,,,,"H04207-04-01",2551.70141601563
42070401,3,2,2,812,,4207002,0.25,2,50,99,1,2,,,,,,,,,"H04207-04-01",2551.70141601563
42070401,2,2,2,741,,4207002,0.25,2,50,99,1,2,,,,,,,,,"H04207-04-01",2551.70141601563
42070401,4,2,3,130,,4207002,0.25,2,50,8,14,1,10,1,,,1,,2,,"H04207-04-01",2551.70141601563
42070401,5,2,3,210,,4207002,0.25,2,50,8,14,1,10,1,20,1,1,,2,,"H04207-04-01",2551.70141601563
42070401,6,2,4,620,,4207002,0.125,1,,8,14,2,,,,,,,,,"H04207-04-01",2551.70141601563
42070401,7,2,5,630,,4207002,0.125,1,,9,13,2,,,,,,,,,"H04207-04-01",2551.70141601563
42080401,1,3,1,470,,4208012,0.5,1,,8,14,1,0.0500000007450581,1,,,2,3,1,35000,"H04208-04-01",1275.85070800781
42080402,2,1,1,812,,4208002,0.25,2,60,99,1,2,,,,,,,,,"H04208-04-02",1275.85070800781
42080402,1,1,1,741,,4208002,0.25,2,40,99,14,2,,,,,,,,,"H04208-04-02",1275.85070800781
42080402,4,2,2,130,,4208002,0.5,2,40,8,14,1,3,1,,,1,,2,,"H04208-04-02",1275.85070800781
42080402,3,2,2,210,,4208002,0.5,2,60,8,14,1,4,1,,,1,,2,,"H04208-04-02",1275.85070800781
42090401,1,1,1,741,,4209001,1,2,50,99,11,2,,,,,,,,,"H04209-04-01",2551.70141601563
42090401,2,1,1,744,,4209001,1,2,10,99,1,2,,,,,,,,,"H04209-04-01",2551.70141601563
42090401,3,1,1,812,,4209001,1,2,40,99,1,2,,,,,,,,,"H04209-04-01",2551.70141601563
42090401,4,1,2,210,,4209001,0.75,1,,8,14,1,15,1,,,1,,2,,"H04209-04-01",2551.70141601563
42090401,5,1,3,310,,4209001,0.75,1,,8,14,1,10,1,,,1,,2,,"H04209-04-01",2551.70141601563
42090401,8,1,7,620,,4209001,0.5,1,,10,14,2,,,,,,,,,"H04209-04-01",2551.70141601563
42090401,6,2,4,630,,4209001,1,1,,1,14,2,,,,,,,,,"H04209-04-01",2551.70141601563
42090401,7,3,6,741,,4209001,1,1,,99,9,2,,,,,,,,,"H04209-04-01",2551.70141601563
42100401,3,1,1,130,,4210001,0.5,2,30,8,14,1,3,1,10,,1,,2,,"H04210-04-01",2551.70141601563
42100401,2,1,1,210,,4210001,0.5,2,40,8,14,1,10,1,25,,1,,1,15000,"H04210-04-01",2551.70141601563
42100401,1,1,1,630,,4210001,0.5,2,30,9,14,2,,,,,,,,,"H04210-04-01",2551.70141601563
42100401,4,1,2,812,,4210001,0.5,1,,99,8,2,,,,,,,,,"H04210-04-01",2551.70141601563
42100401,5,1,3,741,,4210001,0.5,1,,99,14,2,,,,,,,,,"H04210-04-01",2551.70141601563
42100401,6,2,5,620,,4210001,0.25,1,,9,14,2,,,,,,,,,"H04210-04-01",2551.70141601563
45090401,1,1,1,741,,4509002,0.25,1,,1,9,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,2,2,2,620,,4509002,0.5,1,,10,14,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,5,3,3,812,,4509002,1,2,70,99,14,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,4,3,3,741,,4509002,1,2,30,1,9,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,3,3,4,890,"eculptus trees",4509002,3,1,,99,1,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,10,3,5,630,,4509002,0.0199999995529652,1,,10,14,2,,,,,,,,,"H04509-04-01",2792.466796875
45090401,8,4,6,630,,4509002,0.25,2,10,6,14,1,100,1,,,1,,2,,"H04509-04-01",2792.466796875
45090401,7,4,6,130,,4509002,0.25,2,20,9,14,1,3,1,,,1,,,,"H04509-04-01",2792.466796875
45090401,6,4,6,210,,4509002,0.25,2,70,9,14,1,20,1,20,1,1,,2,,"H04509-04-01",2792.466796875
45090401,9,4,7,120,,4509002,4,1,,7,14,2,,,,,,,,,"H04509-04-01",2792.466796875
46020401,1,1,1,812,,4602001,0.25,2,40,99,1,2,,,,,,,,,"H04602-04-01",2792.466796875
46020401,2,1,1,210,,4602001,0.25,2,60,8,14,1,1,39,1.5,39,1,,2,,"H04602-04-01",2792.466796875
46020401,3,2,2,741,,4602001,0.5,2,30,99,,1,,,,,,,,,"H04602-04-01",2792.466796875
46020401,4,2,2,812,,4602001,0.5,2,20,99,14,1,,,,,,,,,"H04602-04-01",2792.466796875
46020401,6,2,2,210,,4602001,0.5,2,25,8,14,1,1.5,39,2,39,1,,2,,"H04602-04-01",2792.466796875
46020401,5,2,2,130,,4602001,0.5,2,25,8,14,1,1,1,4,1,2,2,2,,"H04602-04-01",2792.466796875
46030401,1,1,1,812,,4603001,0.5,2,90,99,1,2,,,,,,,,,"H04603-04-01",2792.466796875
46030401,2,1,1,130,,4603001,0.5,2,10,9,14,1,0.5,1,9,1,1,,2,,"H04603-04-01",2792.466796875
46030401,5,1,2,130,,4603001,0.5,2,15,8,14,1,3,1,6,1,1,,2,,"H04603-04-01",2792.466796875
46030401,4,1,2,210,,4603001,0.5,2,15,8,14,1,5,1,10,1,1,,2,,"H04603-04-01",2792.466796875
46030401,3,1,2,741,,4603001,0.5,2,70,99,1,2,,,,,,,,,"H04603-04-01",2792.466796875
46040401,1,1,1,812,,4604002,0.25,1,,1,1,2,,,,,,,,,"H04604-04-01",2792.466796875
46040401,2,1,2,130,,4604002,0.25,2,40,8,14,1,0.5,1,1,1,1,,2,,"H04604-04-01",2792.466796875
46040401,4,1,2,741,,,0.25,2,20,99,1,2,,,,,,,,,"H04604-04-01",2792.466796875
46040401,3,1,2,210,,4604002,0.25,2,40,8,14,1,3,1,8,,1,,2,,"H04604-04-01",2792.466796875
46060401,1,1,1,741,,4606011,0.25,2,20,99,1,,,,,,,,,,"H04606-04-01",1396.2333984375
46060401,2,1,1,210,,4606011,0.25,2,60,8,14,1,20,1,20,1,1,,1,40000,"H04606-04-01",1396.2333984375
46060401,3,1,1,130,,4606011,0.25,2,20,8,14,1,0.5,1,4,1,1,,2,,"H04606-04-01",1396.2333984375
46060401,5,2,2,130,,4606011,1,2,25,8,14,1,1.5,1,,,1,,2,,"H04606-04-01",1396.2333984375
46060401,4,2,2,310,,4606011,1,2,30,8,14,1,5,1,10,1,1,,1,10000,"H04606-04-01",1396.2333984375
46060401,6,2,2,812,,4606011,1,2,45,99,1,2,,,,,,,,,"H04606-04-01",1396.2333984375
46060402,1,1,1,812,,4606019,1,1,,2,11,2,,,,,,,,,"H04606-04-02",1396.2333984375
46060402,4,1,2,812,,4606019,3,2,38,99,14,2,,,,,,,,,"H04606-04-02",1396.2333984375
46060402,2,1,2,741,,4606019,3,2,60,99,14,2,,,,,,,,,"H04606-04-02",1396.2333984375
46060402,3,1,2,742,,4606019,3,2,2,99,14,2,,,,,,,,,"H04606-04-02",1396.2333984375
46060402,5,1,3,130,,4606019,0.25,2,50,8,14,1,15,1,30,1,1,,2,,"H04606-04-02",1396.2333984375
46060402,6,1,3,210,,4606019,0.25,2,50,8,14,1,20,1,30,1,1,,2,,"H04606-04-02",1396.2333984375
46070401,1,1,1,130,,4607004,4,1,,9,14,1,45,1,,,1,,2,,"H04607-04-01",2792.466796875
46070401,2,1,2,210,,4607004,4,2,70,8,14,1,20,1,,,1,,2,,"H04607-04-01",2792.466796875
46070401,3,1,2,130,,4607004,4,2,20,8,14,1,8,1,,,1,,2,,"H04607-04-01",2792.466796875
46070401,4,1,2,741,,4607004,4,2,1,99,1,,,,,,,,,,"H04607-04-01",2792.466796875
46080401,2,1,1,210,,4608001,0.25,2,40,9,14,1,3,1,10,1,1,,2,,"H04608-04-01",2792.466796875
46080401,1,1,1,812,,4608001,0.25,2,60,99,1,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,3,2,2,630,,4608001,0.5,2,30,99,13,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,5,2,3,130,,4608001,0.75,2,40,9,14,1,10,1,20,1,1,,2,,"H04608-04-01",2792.466796875
46080401,4,2,3,210,,4608001,0.75,2,60,9,14,1,20,1,50,1,1,,1,30000,"H04608-04-01",2792.466796875
46080401,6,2,4,812,,4608001,1,1,,3,12,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,7,3,5,741,,4608001,1,1,,2,6,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,9,4,6,630,,4608001,0.25,2,40,7,14,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,8,4,6,812,,4608001,0.25,2,60,7,14,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,10,5,7,812,,4608001,0.25,1,,99,10,2,,,,,,,,,"H04608-04-01",2792.466796875
46080401,11,6,8,812,,4608001,0.200000002980232,1,,1,8,2,,,,,,,,,"H04608-04-01",2792.466796875
46090401,1,1,1,812,,4609003,0.5,1,,99,1,2,,,,,,,,,"H04609-04-01",2792.466796875
46090401,2,1,2,741,,4609003,0.5,1,,99,1,2,,,,,,,,,"H04609-04-01",2792.466796875
46090401,3,1,3,130,,4609003,0.25,1,,9,14,1,10,1,,,1,,2,,"H04609-04-01",2792.466796875
46090401,4,1,4,620,,4609003,0.25,1,,10,14,2,,,,,,,,,"H04609-04-01",2792.466796875
46090401,5,1,5,630,,4609003,0.25,1,,99,13,2,,,,,,,,,"H04609-04-01",2792.466796875
46100401,2,1,1,741,,4610002,1,2,30,99,1,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,1,1,1,812,,4610002,1,2,70,99,14,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,4,1,2,741,,4610002,0.5,2,20,99,1,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,3,1,2,812,,4610002,0.5,2,70,99,1,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,5,1,2,630,,4610002,0.5,2,10,2,14,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,8,1,3,741,,4610002,0.5,2,30,99,1,2,,,,,,,,,"H04610-04-01",930.822265625
46100401,7,1,3,210,,4610002,0.5,2,20,8,14,1,12,1,15,1,1,,2,,"H04610-04-01",930.822265625
46100401,6,1,3,130,,4610002,0.5,2,40,8,14,1,8,1,13,1,1,,2,,"H04610-04-01",930.822265625
46100401,9,2,5,812,,4610002,1,1,,99,1,2,,,,,,,,,"H04610-04-01",930.822265625
46100402,1,1,1,130,,4610005,0.5,2,70,9,14,1,4,1,7,1,1,,2,,"H04610-04-02",930.822265625
46100402,2,1,1,630,,4610005,0.5,2,30,2,14,2,,,,,,,,,"H04610-04-02",930.822265625
46100403,1,1,1,130,,4610003,2,2,10,9,14,1,3,1,,,2,2,2,,"H04610-04-03",930.822265625
46100403,4,1,1,630,,4610003,2,2,10,9,13,2,,,,,,,,,"H04610-04-03",930.822265625
46100403,2,1,1,812,,4610003,2,2,30,4,14,2,,,,,,,,,"H04610-04-03",930.822265625
46100403,3,1,1,741,,4610003,2,2,50,99,8,2,,,,,,,,,"H04610-04-03",930.822265625
48020401,3,1,1,630,,4802002,0.125,2,10,1,14,2,,,,,,,,,"H04802-04-01",930.822265625
48020401,2,1,1,210,,4802002,0.125,2,20,9,14,1,4,1,9,1,1,,1,1000,"H04802-04-01",930.822265625
48020401,1,1,1,130,,4802002,0.125,2,60,9,14,1,3,1,5,1,1,,2,,"H04802-04-01",930.822265625
48020401,4,2,2,630,,4802002,0.25,1,,3,13,2,,,,,,,,,"H04802-04-01",930.822265625
48020401,5,2,3,640,,4802002,0.25,1,,8,13,2,,,,,,,,,"H04802-04-01",930.822265625
48020402,3,1,1,630,,4802004,1.75,2,10,11,14,2,,,,,,,,,"H04802-04-02",930.822265625
48020402,1,1,1,741,,4802004,1.75,2,60,1,4,2,,,,,,,,,"H04802-04-02",930.822265625
48020402,2,1,1,812,,4802004,1.75,2,30,1,4,2,,,,,,,,,"H04802-04-02",930.822265625
48020402,4,1,2,130,,4802004,0.25,2,40,8,14,1,4,1,10,1,1,,2,,"H04802-04-02",930.822265625
48020402,5,1,2,210,,4802004,0.25,2,60,8,14,1,13,1,20,1,1,,2,,"H04802-04-02",930.822265625
48020402,6,1,3,620,,4802004,0.25,1,,11,14,2,,,,,,,,,"H04802-04-02",930.822265625
48030402,1,1,1,741,,4803003,1,1,,99,1,2,,,,,,,,,"H04803-04-02",2792.466796875
48030402,2,1,2,630,,4803003,0.25,1,,2,14,2,,,,,,,,,"H04803-04-02",2792.466796875
48030402,4,1,3,210,,4803003,0.5,2,60,8,14,1,15,1,30,1,1,,1,36000,"H04803-04-02",2792.466796875
48030402,3,1,3,130,,4803003,0.5,2,40,8,14,1,5,1,10,1,1,,2,,"H04803-04-02",2792.466796875
48030402,5,1,4,620,,4803003,0.25,1,,7,14,2,,,,,,,,,"H04803-04-02",2792.466796875
48040401,2,1,1,744,,4804002,2.75,2,5,99,1,2,,,,,,,,,"H04804-04-01",2792.466796875
48040401,1,1,1,741,,4804002,2.75,2,95,99,1,2,,,,,,,,,"H04804-04-01",2792.466796875
48040401,3,1,2,630,,4804002,0.5,1,,1,14,2,,,,,,,,,"H04804-04-01",2792.466796875
48040401,4,2,3,741,,4804002,2,1,,99,14,2,,,,,,,,,"H04804-04-01",2792.466796875
48040401,6,2,4,130,,4804002,0.25,2,55,9,14,1,3,1,,,1,,2,,"H04804-04-01",2792.466796875
48040401,5,2,4,210,,4804002,0.25,2,45,9,14,1,2,1,6,1,1,,2,,"H04804-04-01",2792.466796875
48050401,2,1,1,812,,4805001,0.25,2,60,99,1,2,,,,,,,,,"H04805-04-01",2792.466796875
48050401,1,1,1,741,,4805001,0.25,2,40,99,14,2,,,,,,,,,"H04805-04-01",2792.466796875
48050401,3,1,2,630,,4805001,0.25,2,30,3,14,2,,,,,,,,,"H04805-04-01",2792.466796875
48050401,5,1,2,210,,4805001,0.25,2,30,8,14,1,2,1,10,1,1,,2,,"H04805-04-01",2792.466796875
48050401,4,1,2,741,,4805001,0.25,2,40,99,1,2,,,,,,,,,"H04805-04-01",2792.466796875
48060401,2,1,1,812,,4806002,1.25,2,50,1,12,2,,,,,,,,,"H04806-04-01",2792.466796875
48060401,1,1,1,741,,4806002,1.25,2,50,99,1,2,,,,,,,,,"H04806-04-01",2792.466796875
48060401,3,1,2,630,,4806002,0.25,1,,8,13,2,,,,,,,,,"H04806-04-01",2792.466796875
48060401,4,1,3,130,,4806002,0.5,2,40,9,14,1,2,39,4,39,1,,2,,"H04806-04-01",2792.466796875
48060401,5,1,3,210,,4806002,0.5,2,60,9,14,1,8,1,20,1,1,,2,,"H04806-04-01",2792.466796875
48070401,4,1,1,630,,4807001,0.125,2,10,1,14,2,,,,,,,,,"H04807-04-01",2792.466796875
48070401,2,1,1,130,,4807001,0.125,2,20,8,14,1,1,1,5,,1,,2,,"H04807-04-01",2792.466796875
48070401,3,1,1,210,,4807001,0.125,2,20,8,14,1,1,1,8,,1,,2,,"H04807-04-01",2792.466796875
48070401,1,1,1,741,,4807001,0.125,2,50,99,1,2,,,,,,,,,"H04807-04-01",2792.466796875
48080401,2,1,1,130,,4808001,0.5,2,30,8,14,1,4,1,7,,1,,2,,"H04808-04-01",1396.2333984375
48080401,7,1,1,812,,4808001,0.5,2,30,99,1,2,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,1,1,1,741,,4808001,0.5,2,40,1,1,2,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,5,2,2,210,,4808001,1.29999995231628,2,20,8,14,1,10,1,20,1,1,,2,,"H04808-04-01",1396.2333984375
48080401,4,2,2,130,,4808001,1.29999995231628,2,20,8,14,1,8,1,15,1,1,,2,,"H04808-04-01",1396.2333984375
48080401,3,2,2,812,,4808001,1.29999995231628,2,30,1,11,2,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,6,2,2,630,,4808001,1.29999995231628,2,30,8,13,2,,,,,,,,,"H04808-04-01",1396.2333984375
48100401,2,1,1,210,,4810001,0.125,2,20,9,14,1,4,1,8,1,1,,2,,"H04810-04-01",2792.466796875
48100401,3,1,1,630,,4810001,0.125,2,10,9,14,2,,,,,,,,,"H04810-04-01",2792.466796875
48100401,1,1,1,741,,4810001,0.125,2,70,99,14,2,,,,,,,,,"H04810-04-01",2792.466796875
49030401,2,1,1,811,,4903001,1.79999995231628,2,20,9,12,2,,,,,,,,,"H04903-04-01",2792.466796875
49030401,1,1,1,741,,4903001,1.79999995231628,2,40,99,1,2,,,,,,,,,"H04903-04-01",2792.466796875
49030401,4,1,1,130,,4903001,1.79999995231628,2,20,9,14,1,5,99,8,99,1,,2,,"H04903-04-01",2792.466796875
49030401,3,1,1,210,,4903001,1.79999995231628,2,20,9,14,1,1,39,3,39,1,,2,,"H04903-04-01",2792.466796875
49030401,5,1,2,610,,4903001,0.100000001490116,1,,9,14,1,1,39,,,1,,2,,"H04903-04-01",2792.466796875
49030401,6,1,3,310,,4903001,0.100000001490116,1,,9,14,1,2,99,,,1,,2,,"H04903-04-01",2792.466796875
49050401,1,1,1,130,,4905002,0.75,2,50,8,14,1,2,39,4,39,1,,2,,"H04905-04-01",2792.466796875
49050401,2,1,1,210,,4905002,0.75,2,50,8,14,1,3,39,6,39,1,,2,,"H04905-04-01",2792.466796875
49050401,3,1,2,610,,4905002,0.5,1,,7,14,1,1.5,20,,,1,,2,,"H04905-04-01",2792.466796875
49050401,4,1,3,620,,4905002,0.25,1,,8,14,2,,,,,,,,,"H04905-04-01",2792.466796875
49050401,10,1,8,741,,4905001,0.5,2,30,99,1,2,,,,,,,,,"H04905-04-01",2792.466796875
49050401,11,1,8,811,,4905001,0.5,2,70,99,10,2,,,,,,,,,"H04905-04-01",2792.466796875
49050401,5,2,4,130,,4905002,1,1,,8,14,1,2.5,39,,,1,,2,,"H04905-04-01",2792.466796875
49050401,7,3,5,210,,4905002,0.5,2,60,8,14,1,3,39,5,,1,,2,,"H04905-04-01",2792.466796875
49050401,6,3,5,630,,4905002,0.5,2,40,5,14,2,,,,,,,,,"H04905-04-01",2792.466796875
49050401,8,3,6,222,,4905002,0.5,1,,8,14,1,2,39,,,1,,2,,"H04905-04-01",2792.466796875
49050401,9,3,7,741,,4905001,0.25,1,,99,11,2,,,,,,,,,"H04905-04-01",2792.466796875
49070401,1,1,1,741,,4907001,2,2,60,99,1,2,,,,,,,,,"H04907-04-01",2792.466796875
49070401,3,1,1,130,,4907001,2,2,20,9,14,1,3,1,7,1,1,,2,,"H04907-04-01",2792.466796875
49070401,2,1,1,630,,4907001,2,2,20,10,13,2,,,,,,,,,"H04907-04-01",2792.466796875
49070401,4,2,2,610,,4907001,0.25,1,,9,14,1,4,22,,,1,,1,40000,"H04907-04-01",2792.466796875
49080401,1,1,1,741,,4908002,1.5,2,90,99,1,2,,,,,,,,,"H04908-04-01",2792.466796875
49080401,2,1,1,710,,4908002,1.5,2,10,99,1,2,,,,,,,,,"H04908-04-01",2792.466796875
49080401,4,2,2,210,,4908002,1,2,10,9,14,1,10,1,20,1,1,,2,,"H04908-04-01",2792.466796875
49080401,3,2,2,741,,4908002,1,2,80,99,1,2,,,,,,,,,"H04908-04-01",2792.466796875
49080401,5,2,2,130,,4908002,1,2,10,9,14,1,1,40,3,40,1,,2,,"H04908-04-01",2792.466796875
49080401,8,3,3,130,,4908002,0.75,2,20,9,14,1,4,1,6,1,1,,2,,"H04908-04-01",2792.466796875
49080401,7,3,3,210,,4908002,0.75,2,20,9,14,1,1,40,3,40,1,,2,,"H04908-04-01",2792.466796875
49080401,6,3,3,610,,4908002,0.75,2,60,9,14,1,2,22,3,22,1,,1,20000,"H04908-04-01",2792.466796875
49090401,1,1,1,741,,4909002,1,2,60,99,1,2,,,,,,,,,"H04909-04-01",2792.466796875
49090401,2,1,1,130,,4909002,1,2,40,8,14,1,10,1,30,1,1,,2,,"H04909-04-01",2792.466796875
49090401,3,2,2,741,,4909002,0.200000002980232,2,70,99,1,2,,,,,,,,,"H04909-04-01",2792.466796875
49090401,4,2,2,130,,4909002,0.200000002980232,2,30,8,14,1,2,1,5,,1,,2,,"H04909-04-01",2792.466796875
49090401,5,3,3,741,,4909002,0.75,2,40,99,1,2,,,,,,,,,"H04909-04-01",2792.466796875
49090401,6,3,3,130,,4909002,0.75,2,20,8,14,1,1.5,39,3,39,1,,2,,"H04909-04-01",2792.466796875
49090401,7,3,3,210,,4909002,0.75,2,20,8,14,1,10,1,20,1,1,,2,,"H04909-04-01",2792.466796875
49090401,8,4,4,741,,4909002,0.75,1,,99,1,2,,,,,,,,,"H04909-04-01",2792.466796875
49090401,11,4,5,630,,4909002,0.400000005960464,2,30,7,14,2,,,,,,,,,"H04909-04-01",2792.466796875
49090401,9,4,5,130,,4909002,0.400000005960464,2,40,8,14,1,5,1,10,1,1,,2,,"H04909-04-01",2792.466796875
49090401,10,4,5,210,,4909002,0.400000005960464,2,30,8,14,1,7,1,15,1,1,,2,,"H04909-04-01",2792.466796875
49090401,12,4,6,620,,4909002,0.349999994039536,1,,9,14,2,,,,,,,,,"H04909-04-01",2792.466796875
49100401,1,1,1,741,,4910002,3,2,70,99,1,2,,,,,,,,,"H04910-04-01",2792.466796875
49100401,2,1,1,130,,4910002,3,2,30,9,14,1,1,40,6,40,1,,2,,"H04910-04-01",2792.466796875
49100401,3,2,2,741,,4910002,2,1,,99,1,2,,,,,,,,,"H04910-04-01",2792.466796875
49100401,4,3,3,741,,4910002,1,1,,7,2,2,,,,,,,,,"H04910-04-01",2792.466796875
49100401,5,3,4,811,,4910002,0.699999988079071,1,,99,1,2,,,,,,,,,"H04910-04-01",2792.466796875
49100401,7,3,6,210,,4910002,0.300000011920929,2,40,9,14,1,1,20,2,20,1,,2,,"H04910-04-01",2792.466796875
49100401,6,3,6,130,,4910002,0.300000011920929,2,60,9,14,1,1,40,3,40,1,,2,,"H04910-04-01",2792.466796875
49100401,8,4,7,741,,4910002,2,1,,99,9,2,,,,,,,,,"H04910-04-01",2792.466796875
49120401,1,1,1,741,,4912001,1.5,2,60,99,1,,,,,,,,,,"H04912-04-01",2792.466796875
49120401,2,1,1,210,,4912001,1.5,2,40,9,14,1,20,1,36,1,1,,2,,"H04912-04-01",2792.466796875
49130401,4,1,1,310,,4913001,0.100000001490116,2,90,9,14,1,4,1,4.5,1,1,,1,15000,"H04913-04-01",465.4111328125
49130401,5,1,1,741,,4913001,0.100000001490116,2,10,9,13,2,,,,,,,,,"H04913-04-01",465.4111328125
49130401,2,1,2,130,,4913001,0.100000001490116,2,45,9,14,1,2,1,3,1,1,,1,1400,"H04913-04-01",465.4111328125
49130401,6,1,2,741,,4913001,0.100000001490116,2,10,1,12,2,,,,,,,,,"H04913-04-01",465.4111328125
49130401,1,1,2,210,,4913001,0.100000001490116,2,45,9,14,1,2,1,3,1,1,,2,,"H04913-04-01",465.4111328125
49130401,7,1,3,741,,4913001,0.0500000007450581,2,10,9,13,2,,,,,,,,,"H04913-04-01",465.4111328125
49130401,3,1,3,620,,4913001,0.0500000007450581,2,90,9,14,2,,,,,,,,,"H04913-04-01",465.4111328125
49130402,2,1,1,210,,4913023,0.5,2,35,9,14,1,3,1,7,1,1,,2,,"H04913-04-02",465.4111328125
49130402,1,1,1,741,,4913023,0.5,2,50,99,6,2,,,,,,,,,"H04913-04-02",465.4111328125
49130402,3,1,1,130,,4913023,0.5,2,15,9,14,1,0.5,1,5,1,1,,2,,"H04913-04-02",465.4111328125
49130403,1,1,1,741,,4913007,0.600000023841858,1,,99,6,2,,,,,,,,,"H04913-04-03",465.4111328125
49130403,2,2,2,741,,4913007,0.600000023841858,2,20,99,6,2,,,,,,,,,"H04913-04-03",465.4111328125
49130403,3,2,2,210,,4913007,0.600000023841858,2,80,9,14,1,10,1,,,1,,1,15000,"H04913-04-03",465.4111328125
49130405,1,1,1,741,,4913005,1,1,,99,1,2,,,,,,,,,"H04913-04-05",465.4111328125
49130405,2,2,2,741,,4913005,1,2,50,99,1,2,,,,,,,,,"H04913-04-05",465.4111328125
49130405,3,2,2,130,,4913005,1,2,50,8,14,1,4,1,10,1,1,,2,,"H04913-04-05",465.4111328125
49130405,5,4,4,610,,4913005,0.25,1,,8,14,1,1,12,,,1,,2,,"H04913-04-05",465.4111328125
49130405,4,5,5,440,,4913005,0.5,1,,8,14,1,0.5,12,,,1,,2,,"H04913-04-05",465.4111328125
49130406,3,1,1,130,,4913014,0.800000011920929,2,30,8,14,1,1,1,2,1,1,,2,,"H04913-04-06",465.4111328125
49130406,1,1,1,741,,4913014,0.800000011920929,2,40,99,1,2,,,,,,,,,"H04913-04-06",465.4111328125
49130406,2,1,1,210,,4913014,0.800000011920929,2,30,8,14,1,3,1,7,1,1,,1,4500,"H04913-04-06",465.4111328125
49130406,5,1,2,130,,4913014,0.200000002980232,2,60,9,14,1,1,1,2,1,1,,2,,"H04913-04-06",465.4111328125
49130406,4,1,2,812,,4913014,0.200000002980232,2,40,8,9,2,,,,,,,,,"H04913-04-06",465.4111328125
50020401,1,1,1,741,,5002001,0.5,2,65,99,1,2,,,,,,,,,"H05002-04-01",2792.46655273438
