"HHID","parcelID","plotID","a3aq3_1","a3aq3_2","a3aq3_3","a3aq3_4a","a3aq3_4b","a3aq3a","a3aq4","a3aq5","a3aq6","a3aq7","a3aq8","a3aq9","a3aq12","a3aq13","a3aq14","a3aq15","a3aq16","a3aq17","a3aq18","a3aq19","a3aq22","a3aq23","a3aq24b","a3aq24a","a3aq25","a3aq26","a3aq27","a3aq28","a3aq33a","a3aq33b","a3aq33c","a3aq33d","a3aq33e","a3aq33a_1","a3aq33b_1","a3aq33c_1","a3aq33d_1","a3aq33e_1","a3aq34","a3aq35a","a3aq35b","a3aq35c","a3aq36","a3aq33","hh","wgt_X"
40110401,1,2,4011001,2,,4011001,4011002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4011001,4011002,4011003,4011004,4011005,14,14,7,7,7,2,,,,,6,"H04011-04-01",1275.85070800781
40110401,1,3,4011001,2,,4011001,4011002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4011001,4011002,4011003,4011004,4011005,14,14,10,10,10,2,,,,,5,"H04011-04-01",1275.85070800781
40110401,1,4,4011001,2,,4011001,4011002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4011001,4011002,4011003,4011004,4011005,16,12,8,6,8,2,,,,,6,"H04011-04-01",1275.85070800781
42010401,1,1,4201001,1,4201001,,,2,2,,,,,,,2,,,,,,,1,4,3,2,1,3,36000,2,4201001,4201005,4201007,4201006,4201003,14,15,11,13,5,2,,,,,8,"H04201-04-01",2551.70141601563
42010401,1,2,4201001,1,4201001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4201001,4201003,4201005,4201006,4201007,7,4,5,9,8,2,,,,,8,"H04201-04-01",2551.70141601563
42010401,1,3,4201001,1,4201001,,,2,1,20,2,,,,1,2,,,,,,,2,,,,,,,,4201001,4201003,4201005,4201006,4201007,17,15,8,5,5,2,,,,,8,"H04201-04-01",2551.70141601563
42010401,2,4,4201001,1,4201001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4201001,4201003,4201005,4201006,4201007,7,9,5,5,5,2,,,,,8,"H04201-04-01",2551.70141601563
42010401,2,5,4201001,1,4201001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4201001,4201003,4201005,4201006,4201007,7,5,5,5,5,2,,,,,8,"H04201-04-01",2551.70141601563
42010401,3,6,4201001,1,4201001,,,2,1,20,2,,,,1,2,,,,,,,2,,,,,,,,4201001,4201003,4201004,4201005,4201006,10,10,10,14,10,2,,,,,5,"H04201-04-01",2551.70141601563
42020401,1,1,4202002,1,4202002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4202002,,,,,32,,,,,2,,,,,1,"H04202-04-01",2551.70141601563
42020401,1,2,4202002,1,4202002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4202002,,,,,21,,,,,2,,,,,1,"H04202-04-01",2551.70141601563
42020401,1,3,4202002,1,4202002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4202002,,,,,14,,,,,2,,,,,1,"H04202-04-01",2551.70141601563
42030401,1,1,4203002,2,,4203001,4203002,2,1,700,2,,,,1,2,,,,,,,2,,,,,,,,4203001,4203002,,,,5,5,,,,2,,,,,2,"H04203-04-01",2551.70141601563
42030401,2,2,4203002,2,,4203001,4203002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4203001,4203002,,,,14,21,,,,1,2,0,0,42000,2,"H04203-04-01",2551.70141601563
42030401,2,3,4203002,2,,4203001,4203002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4203001,4203002,,,,7,10,,,,2,,,,,2,"H04203-04-01",2551.70141601563
42030401,2,4,4203002,2,,4203001,4203002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4203001,4203002,,,,7,7,,,,2,,,,,2,"H04203-04-01",2551.70141601563
42030401,3,5,4203002,2,,4203001,4203002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4203001,4203002,,,,14,20,,,,2,,,,,2,"H04203-04-01",2551.70141601563
42030401,4,7,4203002,2,,4203001,4203002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4203001,4203002,,,,14,14,,,,2,,,,,2,"H04203-04-01",2551.70141601563
42040401,1,1,4204001,2,,4204001,4204002,2,1,200,2,,,,1,2,,,,,,,2,,,,,,,,4204001,4204002,4204003,4204004,4204021,12,15,15,10,10,2,,,,,5,"H04204-04-01",2551.70141601563
42040401,2,2,4204001,2,,4204001,4204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4204001,4204002,4204003,4204004,4204021,27,20,15,10,10,2,,,,,5,"H04204-04-01",2551.70141601563
42040401,3,3,4204001,2,,4204001,4204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4204001,4204002,4204021,4204004,4204003,34,30,15,15,15,2,,,,,5,"H04204-04-01",2551.70141601563
42040401,3,4,4204001,2,,4204001,4204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4204001,4204002,4204021,4204004,4204003,34,30,10,10,15,2,,,,,5,"H04204-04-01",2551.70141601563
42040401,3,5,4204001,2,,4204001,4204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4204001,4204002,4204021,4204004,4204003,24,28,20,15,10,2,,,,,5,"H04204-04-01",2551.70141601563
42050401,1,1,4205002,1,4205002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4205002,,,,,56,,,,,1,1,2,4,75000,1,"H04205-04-01",2551.70141601563
42050401,1,2,4205002,1,4205002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04205-04-01",2551.70141601563
42050401,2,3,4205002,1,4205002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4205002,,,,,21,,,,,2,,,,,1,"H04205-04-01",2551.70141601563
42060401,1,1,4206001,1,4206001,,,1,1,20,2,,,,1,2,,,,,,,2,,,,,,,,4206001,,,,,7,,,,,2,,,,,1,"H04206-04-01",2551.70141601563
42060401,1,2,4206001,1,4206001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4206001,,,,,7,,,,,2,,,,,1,"H04206-04-01",2551.70141601563
42060401,1,3,4206001,1,4206001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4206001,,,,,7,,,,,2,,,,,1,"H04206-04-01",2551.70141601563
42070401,1,1,4207001,2,,4207002,4207001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4207001,4207002,,,,10,14,,,,2,,,,,2,"H04207-04-01",2551.70141601563
42070401,2,2,4207001,2,,4207002,4207001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4207001,4207002,,,,30,16,,,,2,,,,,2,"H04207-04-01",2551.70141601563
42070401,2,3,4207001,2,,4207001,4207002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4207002,4207001,,,,30,17,,,,2,,,,,2,"H04207-04-01",2551.70141601563
42070401,2,4,4207001,2,,4207002,4207001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4207002,4207001,,,,32,20,,,,2,,,,,2,"H04207-04-01",2551.70141601563
42070401,2,5,4207001,2,,4207002,4207001,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04207-04-01",2551.70141601563
42080401,1,1,4208012,2,,4208015,4208016,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208015,4208016,4208017,4208018,4208012,23,23,14,14,14,2,,,,,5,"H04208-04-01",1275.85070800781
42080401,1,2,4208012,2,,4208012,4208016,2,1,100,2,,,,1,2,,,,,,,2,,,,,,,,4208012,4208015,4208016,4208017,,21,21,14,14,,2,,,,,4,"H04208-04-01",1275.85070800781
42080401,1,3,4208012,2,,4208015,4208016,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208012,4208016,4208015,4208017,,14,14,14,14,,2,,,,,4,"H04208-04-01",1275.85070800781
42080401,2,4,4208012,2,,4208012,4208016,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208012,4208016,4208017,4208015,4208018,14,14,14,14,14,2,,,,,5,"H04208-04-01",1275.85070800781
42080401,2,5,4208012,2,,4208012,4208016,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208012,4208016,4208015,4208017,4208018,23,12,12,12,12,2,,,,,5,"H04208-04-01",1275.85070800781
42080401,3,6,4208012,2,,4208012,4208016,2,2,,,,,,,2,,,,,,,1,4,2,2,1,2,40000,3,4208012,4208016,4208015,4208017,4208018,35,16,16,16,16,1,4,0,0,40000,5,"H04208-04-01",1275.85070800781
42080402,1,1,4208002,2,,4208001,4208002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208001,4208002,4208003,4208004,4208005,3,3,3,3,3,2,,,,,5,"H04208-04-02",1275.85070800781
42080402,2,2,4208002,2,,4208001,4208002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4208001,4208002,4208003,4208004,4208005,21,21,21,21,21,2,,,,,6,"H04208-04-02",1275.85070800781
42090401,1,3,4209001,2,,4209004,4209001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4209004,4209005,4209006,4209007,,14,12,14,12,,2,,,,,4,"H04209-04-01",2551.70141601563
42090401,1,7,4209001,1,4209001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04209-04-01",2551.70141601563
42090401,2,4,4209001,2,,4209004,4209001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4209004,4209007,4209006,4209005,4209008,14,14,7,7,7,2,,,,,5,"H04209-04-01",2551.70141601563
42090401,3,6,4209001,2,,4209001,4209004,2,2,,,,,,,2,,,,,,,2,,,,,,,,4209004,4209006,4209005,4209010,4209008,14,14,7,7,7,2,,,,,5,"H04209-04-01",2551.70141601563
42100401,1,1,4210001,2,,4210001,4210002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4210001,,,,,7,,,,,2,,,,,1,"H04210-04-01",2551.70141601563
42100401,1,2,4210001,2,,4210001,4210002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4210001,4210002,,,,7,14,,,,2,,,,,2,"H04210-04-01",2551.70141601563
42100401,1,4,4210001,2,,4210001,4210002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04210-04-01",2551.70141601563
42100401,2,3,4210001,2,,4210001,4210002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4210001,4210002,,,,14,16,,,,2,,,,,2,"H04210-04-01",2551.70141601563
45090401,1,1,4509002,2,,4509001,4509002,2,1,500,2,,,,1,2,,,,,,,2,,,,,,,,4509002,,,,,14,,,,,2,,,,,1,"H04509-04-01",2792.466796875
45090401,2,2,4509002,2,,4509001,4509002,2,1,1500,2,,,,1,2,,,,,,,2,,,,,,,,4509001,4509002,4509003,4509004,4509005,7,7,3,4,4,1,1,0,0,110000,6,"H04509-04-01",2792.466796875
45090401,3,3,4509002,2,,4509001,4509002,2,1,1000,2,,,,1,2,,,,,,,1,1,1.5,2,1,1,19000,2,4509002,4509001,4509003,4509004,4509005,30,30,20,20,15,2,,,,,5,"H04509-04-01",2792.466796875
45090401,3,4,4509002,2,,4509001,4509002,2,1,2000,2,,,,1,2,,,,,,,2,,,,,,,,4509001,4509002,4509004,4509005,4509006,45,40,5,5,5,2,,,,,5,"H04509-04-01",2792.466796875
45090401,4,5,4509002,2,,4509001,4509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4509002,4509005,4509006,,,20,15,10,,,2,,,,,3,"H04509-04-01",2792.466796875
45090401,4,6,4509002,2,,4509001,4509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4509002,4509001,4509005,4509003,4509006,10,6,8,4,4,2,,,,,5,"H04509-04-01",2792.466796875
46020401,1,1,4602001,1,4602001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4602001,4602005,4602007,,,14,7,7,,,2,,,,,3,"H04602-04-01",2792.466796875
46020401,2,2,4602001,1,4602001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4602001,4602005,4602007,,,14,14,25,,,2,,,,,3,"H04602-04-01",2792.466796875
46030401,1,1,4603001,2,,4603001,4603002,2,2,,,,,,,2,,,,,,,1,6,1.25,2,1,1.25,16000,2,4603001,4603002,4603006,4603014,,10,7,7,7,,1,2,0,0,20000,4,"H04603-04-01",2792.466796875
46030401,1,2,4603001,2,,4603001,4603002,2,2,,,,,,,2,,,,,,,1,1,0.25,2,1,0.25,6000,2,4603002,4603006,4603014,,,7,7,7,,,2,,,,,3,"H04603-04-01",2792.466796875
46040401,1,1,4604001,2,,4604001,4604002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4604002,,,,,12,,,,,1,5,0,0,35000,1,"H04604-04-01",2792.466796875
46040401,1,2,4604001,2,,4604002,4604001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4604002,,,,,25,,,,,1,3,0,0,15000,1,"H04604-04-01",2792.466796875
46060401,1,1,4606011,2,,4606010,4606011,2,2,,,,,,,2,,,,,,,2,,,,,,,,4606011,4606014,4606012,,,9,7,7,,,2,,,,,3,"H04606-04-01",1396.2333984375
46060401,1,2,4606011,2,,4606011,4606013,2,2,,,,,,,2,,,,,,,2,,,,,,,,4606011,4606012,4606013,,,2,5,7,,,2,,,,,3,"H04606-04-01",1396.2333984375
46060401,2,3,4606011,2,,4606011,4606010,2,2,,,,,,,2,,,,,,,2,,,,,,,,4606011,4606012,4606013,,,5,7,6,,,2,,,,,3,"H04606-04-01",1396.2333984375
46060402,1,1,4606019,2,,4606019,4606020,2,2,,,,,,,2,,,,,,,2,,,,,,,,4606019,4606020,4606023,4606024,4606029,4,5,7,2,8,2,,,,,7,"H04606-04-02",1396.2333984375
46060402,1,2,4606019,2,,4606019,4606020,2,1,500,2,,,,1,2,,,,,,,2,,,,,,,,4606019,4606020,4606023,4606024,4606029,10,7,15,5,3,2,,,,,7,"H04606-04-02",1396.2333984375
46060402,1,3,4606019,2,,4606019,4606020,2,2,,,,,,,2,,,,,,,2,,,,,,,,4606019,4606020,4606023,4606024,4606029,14,7,14,6,5,1,1,1,0,80000,6,"H04606-04-02",1396.2333984375
46070401,1,1,4607002,2,,4607002,4607006,2,2,,,,,,,2,,,,,,,2,,,,,,,,4607002,4607004,4607006,,,30,30,15,,,2,,,,,3,"H04607-04-01",2792.466796875
46070401,1,2,4607002,1,4607002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04607-04-01",2792.466796875
46080401,1,1,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4608001,4608002,,,,12,23,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,2,2,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,1,4,3,2,1,3,45000,3,4608001,4608002,,,,25,15,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,2,3,4608001,2,,4608002,4608001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4608001,4608002,,,,14,14,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,2,4,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4608001,4608002,,,,18,18,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,2,5,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04608-04-01",2792.466796875
46080401,3,6,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4608001,4608002,,,,18,18,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,4,7,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,1,4,1,2,1,1,15000,3,4608001,4608002,,,,10,6,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,4,10,4608002,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4608001,4608002,,,,14,15,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,5,8,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,1,4,1,2,1,1,15000,3,4608001,4608002,,,,15,10,,,,2,,,,,2,"H04608-04-01",2792.466796875
46080401,6,9,4608001,2,,4608001,4608002,2,2,,,,,,,2,,,,,,,1,4,1,2,1,1,15000,3,4608001,4608002,,,,14,10,,,,2,,,,,2,"H04608-04-01",2792.466796875
46090401,1,1,4609003,1,4609003,,,2,2,,,,,,,2,,,,,,,1,1,0.25,2,1,0.25,7000,2,4609006,4609007,4609004,,,14,14,14,,,2,,,,,3,"H04609-04-01",2792.466796875
46090401,1,2,4609003,1,4609003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4609003,4609004,4609006,4609007,,4,4,4,4,,2,,,,,4,"H04609-04-01",2792.466796875
46090401,1,3,4609003,1,4609003,,,2,2,,,,,,,2,,,,,,,1,1,0.75,2,1,0.75,21000,2,4609003,4609004,4609006,4609007,,21,21,21,21,,1,0,1,0,14000,4,"H04609-04-01",2792.466796875
46090401,1,4,4609003,2,,4609004,4609006,2,2,,,,,,,2,,,,,,,1,1,0.25,2,1,0.25,7000,2,4609004,4609006,4609007,,,14,14,14,,,2,,,,,3,"H04609-04-01",2792.466796875
46100401,1,1,4610001,2,,4610001,4610002,2,2,,,,,,,2,,,,,,,1,6,0.5,2,1,0.5,7000,2,4610001,4610002,,,,21,21,,,,2,,,,,2,"H04610-04-01",930.822265625
46100401,1,2,4610001,2,,4610001,4610002,2,2,,,,,,,2,,,,,,,1,6,0.5,2,1,0.5,7000,2,4610001,4610002,,,,21,21,,,,2,,,,,2,"H04610-04-01",930.822265625
46100401,1,3,4610001,2,,4610001,4610002,2,2,,,,,,,2,,,,,,,1,6,0.5,2,1,0.5,7000,2,4610001,4610002,,,,21,21,,,,2,,,,,2,"H04610-04-01",930.822265625
46100401,1,4,4610001,2,,4610001,4610002,2,2,,,,,,,2,,,,,,,1,6,0.5,2,1,0.5,7000,2,4610001,4610002,,,,21,21,,,,2,,,,,2,"H04610-04-01",930.822265625
46100401,2,5,4610001,2,,4610001,4610002,2,2,,,,,,,2,,,,,,,1,6,0.5,2,1,0.5,7000,2,4610001,4610002,,,,21,21,,,,2,,,,,2,"H04610-04-01",930.822265625
46100402,1,1,4610005,1,4610005,,,2,2,,,,,,,2,,,,,,,1,6,0.75,2,1,0.75,15000,2,4610005,,,,,16,,,,,2,,,,,1,"H04610-04-02",930.822265625
46100403,1,1,4610003,1,4610003,,,2,2,,,,,,,2,,,,,,,1,6,0.75,2,1,0.75,10000,2,4610003,,,,,21,,,,,2,,,,,1,"H04610-04-03",930.822265625
46100403,1,2,4610003,1,4610003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4610003,,,,,14,,,,,2,,,,,1,"H04610-04-03",930.822265625
46100403,1,3,4610003,1,4610003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4610003,,,,,5,,,,,2,,,,,1,"H04610-04-03",930.822265625
48010401,1,1,4801001,1,4801001,,,2,1,400,1,400,80000,4,,2,,,,,,,1,1,0.25,2,1,0.25,3000,2,4801001,,,,,35,,,,,2,,,,,1,"H04801-04-01",2792.466796875
48020401,1,1,4802001,1,4802001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4802001,4802002,,,,20,9,,,,2,,,,,2,"H04802-04-01",930.822265625
48020401,2,2,4802001,1,4802001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4802001,4802002,,,,35,14,,,,2,,,,,2,"H04802-04-01",930.822265625
48020401,2,3,4802001,1,4802001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4802001,4802002,,,,34,10,,,,2,,,,,2,"H04802-04-01",930.822265625
48020402,1,1,4802004,1,4802004,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4802004,4802006,,,,35,12,,,,2,,,,,2,"H04802-04-02",930.822265625
48020402,1,2,4802004,1,4802004,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04802-04-02",930.822265625
48030402,1,1,4803001,1,4803001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4803001,4803003,,,,84,90,,,,2,,,,,2,"H04803-04-02",2792.466796875
48030402,1,2,4803001,1,4803001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4803001,4803003,,,,20,40,,,,2,,,,,2,"H04803-04-02",2792.466796875
48030402,1,3,4803001,1,4803001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4803001,4803003,,,,15,20,,,,2,,,,,2,"H04803-04-02",2792.466796875
48040401,1,1,4804002,2,,4804002,4804001,2,1,1000,1,1000,300000,4,,2,,,,,,,1,3,9,2,1,9,90000,3,4804002,4804001,,,,12,14,,,,1,3,7,0,100000,2,"H04804-04-01",2792.466796875
48040401,1,2,4804002,2,,4804002,4804001,2,2,,,,,,,2,,,,,,,2,,,,,,,,4804002,4804001,,,,8,10,,,,1,5,0,0,15000,2,"H04804-04-01",2792.466796875
48040401,2,3,4804002,2,,4804002,4804001,2,1,1000,1,1000,300000,4,,2,,,,,,,1,3,3,2,1,3,30000,3,4804002,4804001,,,,14,16,,,,1,6,0,0,30000,2,"H04804-04-01",2792.466796875
48050401,1,1,4805008,2,,4805008,4805002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4805008,4805002,,,,24,35,,,,2,,,,,2,"H04805-04-01",2792.466796875
48050401,1,2,4805008,2,,4805008,4805002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4805008,4805002,,,,12,5,,,,2,,,,,2,"H04805-04-01",2792.466796875
48060401,1,1,4806002,1,4806002,,,2,1,50,2,,,,1,2,,,,,,,1,4,1,2,1,1,14000,3,4806002,4806009,4806004,4806003,,35,10,10,10,,2,,,,,4,"H04806-04-01",2792.466796875
48060401,1,2,4806002,1,4806002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4806002,4806009,4806004,4806007,,45,21,21,21,,2,,,,,4,"H04806-04-01",2792.466796875
48060401,1,3,4806002,1,4806002,,,2,1,100,2,,,,1,2,,,,,,,1,1,0.5,2,1,0.5,5000,3,4806002,4806009,4806007,4806004,,35,10,10,10,,2,,,,,4,"H04806-04-01",2792.466796875
48070401,1,1,4807001,1,4807001,,,2,1,20,2,,,,3,2,,,,,,,2,,,,,,,,4807001,,,,,30,,,,,2,,,,,1,"H04807-04-01",2792.466796875
48080401,1,1,4808001,2,,4808001,4808002,2,2,,,,,,,2,,,,,,,1,4,1,2,1,1,12000,2,4808001,4808002,4808004,4808005,,7,3,5,6,,2,,,,,4,"H04808-04-01",1396.2333984375
48080401,1,2,4808001,2,,4808001,4808002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4808001,4808002,4808004,,,5,4,8,,,2,,,,,3,"H04808-04-01",1396.2333984375
48080401,2,3,4808001,2,,4808001,4808002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4808001,4808002,4808004,4808005,,12,14,4,5,,1,5,0,0,2500,4,"H04808-04-01",1396.2333984375
48080401,2,4,4808001,2,,4808001,4808002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04808-04-01",1396.2333984375
48100401,1,1,4810001,1,4810001,,,2,1,100,2,,,,1,2,,,,,,,2,,,,,,,,4810001,,,,,20,,,,,2,,,,,1,"H04810-04-01",2792.466796875
49030401,1,1,4903001,1,4903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,4903001,4903003,4903004,4903005,4903006,18,23,12,10,8,2,,,,,5,"H04903-04-01",2792.466796875
49030401,1,2,4903001,1,4903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H04903-04-01",2792.466796875
49050401,1,1,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905007,4905010,4905011,50,50,30,30,30,2,,,,,7,"H04905-04-01",2792.466796875
49050401,1,2,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905010,4905011,4905007,21,21,21,21,21,2,,,,,7,"H04905-04-01",2792.466796875
49050401,1,8,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905010,4905011,,18,18,18,18,,2,,,,,4,"H04905-04-01",2792.466796875
49050401,2,3,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905007,4905010,4905011,30,30,20,20,20,2,,,,,6,"H04905-04-01",2792.466796875
49050401,3,4,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905007,4905010,4905011,28,28,14,14,14,2,,,,,7,"H04905-04-01",2792.466796875
49050401,3,5,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905010,4905011,4905007,18,18,18,18,18,2,,,,,5,"H04905-04-01",2792.466796875
49050401,3,6,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905010,4905011,4905007,12,12,7,7,7,2,,,,,6,"H04905-04-01",2792.466796875
49050401,3,7,4905001,2,,4905001,4905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4905001,4905002,4905010,4905011,4905007,20,20,18,18,18,2,,,,,5,"H04905-04-01",2792.466796875
49070401,1,1,4907001,2,,4907001,4907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4907001,4907003,4907004,4907005,4907006,30,30,30,16,16,2,,,,,6,"H04907-04-01",2792.466796875
49080401,1,1,4908002,2,,4908001,4908002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4908001,4908002,4908003,4908004,4908006,38,45,22,20,21,2,,,,,5,"H04908-04-01",2792.466796875
49080401,2,2,4908002,2,,4908001,4908002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4908001,4908002,4908003,4908004,4908006,35,40,18,17,17,2,,,,,5,"H04908-04-01",2792.466796875
49080401,3,3,4908002,2,,4908001,4908002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4908001,4908002,4908003,4908004,4908006,10,13,10,10,10,2,,,,,5,"H04908-04-01",2792.466796875
49080401,3,4,4908002,2,,4908001,4908002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4908001,4908002,4908003,4908004,4908006,25,38,17,16,15,2,,,,,5,"H04908-04-01",2792.466796875
49090401,1,1,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909001,4909002,4909004,4909011,,15,15,15,15,,2,,,,,4,"H04909-04-01",2792.466796875
49090401,2,2,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909001,4909002,4909004,,,10,10,8,,,2,,,,,3,"H04909-04-01",2792.466796875
49090401,3,3,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909001,4909002,4909004,4909011,,20,28,28,28,,2,,,,,4,"H04909-04-01",2792.466796875
49090401,4,4,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909001,4909002,4909004,,,20,20,20,,,2,,,,,3,"H04909-04-01",2792.466796875
49090401,4,5,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909002,4909001,4909004,4909003,,48,48,30,14,,2,,,,,4,"H04909-04-01",2792.466796875
49090401,4,6,4909002,2,,4909001,4909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,4909002,4909003,4909004,,,10,10,10,,,2,,,,,3,"H04909-04-01",2792.466796875
49100401,1,1,4910002,1,4910001,,,2,1,30,2,,,,1,2,,,,,,,2,,,,,,,,4910001,4910002,4910004,4910005,4910006,23,37,21,18,18,2,,,,,9,"H04910-04-01",2792.466796875
49100401,2,2,4910002,1,4910001,,,2,1,20,2,,,,1,2,,,,,,,2,,,,,,,,4910001,4910002,4910004,4910005,4910006,18,29,8,14,16,2,,,,,8,"H04910-04-01",2792.466796875
