"HHID","PID","h5q2","h5q3","h5q4","h5q5","h5q6","h5q7a","h5q7b","h5q8","h5q9","h5q10","h5q11","h5q12","wgt_X"
"H02412-04-01","P02412-001",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-002",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-003",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-004",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-005",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-006",1,,2,,,,,,,,,,1874.79821777344
"H02412-04-01","P02412-007",2,"P02412-006",2,,,,,,,,,,1874.79821777344
"H02507-04-01","P02507-001",2,"P02507-002",2,,,,,,,,,,1874.79809570313
"H02507-04-01","P02507-002",1,,2,,,,,,,,,,1874.79809570313
"H02507-04-01","P02507-003",2,"P02507-002",2,,,,,,,,,,1874.79809570313
"H02507-04-01","P02507-004",2,"P02507-002",2,,,,,,,,,,1874.79809570313
"H02507-04-01","P02507-005",2,"P02507-002",2,,,,,,,,,,1874.79809570313
"H02507-04-01","P02507-006",2,"P02507-002",2,,,,,,,,,,1874.79809570313
"H02601-04-01","P02601-006",1,,2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-001",1,,2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-002",2,"P02601-001",1,5,0,8,96,1,,5,3,0,937.399108886719
"H02601-04-02","P02601-004",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-005",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-007",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-008",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-009",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-010",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02601-04-02","P02601-012",2,"P02601-001",2,,,,,,,,,,937.399108886719
"H02602-04-01","P02602-001",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-002",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-003",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-005",1,,2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-006",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-007",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-008",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-009",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-010",2,"P02602-005",1,8,8,4,11,1,,1,0.3,40000,1874.79821777344
"H02602-04-01","P02602-011",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02602-04-01","P02602-023",2,"P02602-005",2,,,,,,,,,,1874.79821777344
"H02608-04-01","P02608-001",1,,1,6,2,5,9,1,,7,0.1,120000,937.399108886719
"H02608-04-01","P02608-003",2,"P02608-001",2,,,,,,,,,,937.399108886719
"H02608-04-01","P02608-009",2,"P02608-001",2,,,,,,,,,,937.399108886719
"H02608-04-01","P02608-010",2,"P02608-001",1,7,3,4,8,1,,7,0.2,65000,937.399108886719
"H02608-04-02","P02608-004",1,,2,,,,,,,,,,937.399108886719
"H02608-04-02","P02608-011",2,"P02608-004",1,7,4,11,4,1,,6,0.3,20000,937.399108886719
"H02608-04-02","P02608-012",2,"P02608-004",2,,,,,,,,,,937.399108886719
"H02609-04-01","P02609-001",1,,2,,,,,,,,,,1874.79821777344
"H02609-04-01","P02609-002",2,"P02609-001",2,,,,,,,,,,1874.79821777344
"H02703-04-02","P02703-001",2,"P02703-016",2,,,,,,,,,,1874.79821777344
"H02703-04-02","P02703-016",1,,2,,,,,,,,,,1874.79821777344
"H02703-04-02","P02703-017",2,"P02703-016",1,3,3,8,19,1,,5,5,58000,1874.79821777344
"H02703-04-02","P02703-018",2,"P02703-016",2,,,,,,,,,,1874.79821777344
"H02705-04-01","P02705-001",2,"P02705-008",2,,,,,,,,,,937.399108886719
"H02705-04-01","P02705-008",1,,1,7,7,5,8,1,,6,0,6000,937.399108886719
"H02705-04-01","P02705-009",2,"P02705-008",2,,,,,,,,,,937.399108886719
"H02705-04-02","P02705-003",1,,2,,,,,,,,,,937.399108886719
"H02706-04-01","P02706-009",1,,2,,,,,,,,,,1874.79821777344
"H02706-04-01","P02706-014",2,"P02706-009",1,14,14,11,9,1,,5,3,30000,1874.79821777344
"H02706-04-01","P02706-015",2,"P02706-009",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-001",1,,2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-002",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-004",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-005",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-006",2,"P02710-001",1,25,0,14,,1,,5,0.2,10000,1874.79821777344
"H02710-04-01","P02710-007",2,"P02710-001",1,25,0,14,,1,,5,0.2,10000,1874.79821777344
"H02710-04-01","P02710-009",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-011",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02710-04-01","P02710-012",2,"P02710-001",2,,,,,,,,,,1874.79821777344
"H02711-04-01","P02711-001",1,,2,,,,,,,,,,624.932739257813
"H02711-04-02","P02711-004",2,"P02711-006",2,,,,,,,,,,624.932739257813
"H02711-04-02","P02711-006",1,,2,,,,,,,,,,624.932739257813
"H02711-04-03","P02711-005",1,,2,,,,,,,,,,624.932739257813
"H02711-04-03","P02711-008",2,"P02711-005",2,,,,,,,,,,624.932739257813
"H02711-04-03","P02711-009",2,"P02711-005",2,,,,,,,,,,624.932739257813
"H02711-04-03","P02711-010",2,"P02711-005",1,7,7,13,8,1,,5,2,60000,624.932739257813
"H02711-04-03","P02711-011",2,"P02711-005",2,,,,,,,,,,624.932739257813
"H02711-04-03","P02711-012",1,,2,,,,,,,,,,624.932739257813
"H02802-04-01","P02802-001",2,"P02802-002",2,,,,,,,,,,1874.79821777344
"H02802-04-01","P02802-002",1,,2,,,,,,,,,,1874.79821777344
"H02802-04-01","P02802-003",2,"P02802-002",2,,,,,,,,,,1874.79821777344
"H02802-04-01","P02802-004",2,"P02802-002",2,,,,,,,,,,1874.79821777344
"H02802-04-01","P02802-005",1,,1,7,7,4,9,1,,2,1,102000,1874.79821777344
"H02802-04-01","P02802-006",2,"P02802-002",2,,,,,,,,,,1874.79821777344
"H02802-04-01","P02802-007",2,"P02802-002",2,,,,,,,,,,1874.79821777344
"H02803-04-01","P02803-001",1,,2,,,,,,,,,,1874.79821777344
"H02803-04-01","P02803-002",2,"P02803-001",2,,,,,,,,,,1874.79821777344
"H02803-04-01","P02803-003",2,"P02803-001",2,,,,,,,,,,1874.79821777344
"H02803-04-01","P02803-004",2,"P02803-001",2,,,,,,,,,,1874.79821777344
"H02803-04-01","P02803-005",2,"P02803-001",1,2,2,12,8,2,1,,,,1874.79821777344
"H02803-04-01","P02803-006",2,"P02803-001",2,,,,,,,,,,1874.79821777344
"H02811-04-01","P02811-001",1,,2,,,,,,,,,,1874.79821777344
"H02811-04-01","P02811-003",2,"P02811-001",2,,,,,,,,,,1874.79821777344
"H02811-04-01","P02811-004",2,"P02811-001",1,5,3,8,9,1,,8,0.1,10000,1874.79821777344
"H02811-04-01","P02811-005",2,"P02811-001",2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-001",2,"P03001-002",2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-002",1,,2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-003",2,"P03001-002",2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-004",2,"P03001-002",2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-005",2,"P03001-002",2,,,,,,,,,,1874.79821777344
"H03001-04-01","P03001-006",2,"P03001-002",2,,,,,,,,,,1874.79821777344
"H03003-04-01","P03003-001",1,,2,,,,,,,,,,1874.79821777344
"H03003-04-01","P03003-002",2,"P03003-001",2,,,,,,,,,,1874.79821777344
"H03003-04-01","P03003-003",2,"P03003-001",2,,,,,,,,,,1874.79821777344
"H03003-04-01","P03003-004",2,"P03003-001",2,,,,,,,,,,1874.79821777344
"H03003-04-01","P03003-006",2,"P03003-001",2,,,,,,,,,,1874.79821777344
"H03005-04-01","P03005-001",1,,2,,,,,,,,,,1874.79821777344
"H03005-04-01","P03005-002",2,"P03005-001",2,,,,,,,,,,1874.79821777344
"H03005-04-01","P03005-004",2,"P03005-001",2,,,,,,,,,,1874.79821777344
"H03005-04-01","P03005-005",2,"P03005-001",2,,,,,,,,,,1874.79821777344
"H03005-04-01","P03005-006",2,"P03005-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-001",1,,2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-002",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-003",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-004",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-008",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-010",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-011",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-012",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03006-04-01","P03006-013",2,"P03006-001",2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-001",2,"P03010-002",2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-002",1,,2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-003",2,"P03010-002",2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-004",2,"P03010-002",2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-005",2,"P03010-002",2,,,,,,,,,,1874.79821777344
"H03010-04-01","P03010-006",2,"P03010-002",2,,,,,,,,,,1874.79821777344
"H03401-04-01","P03401-002",1,,2,,,,,,,,,,1874.79821777344
"H03401-04-01","P03401-005",1,,2,,,,,,,,,,1874.79821777344
"H03401-04-01","P03401-006",2,"P03401-005",2,,,,,,,,,,1874.79821777344
"H03401-04-01","P03401-007",1,,2,,,,,,,,,,1874.79821777344
"H03408-04-01","P03408-001",1,,2,,,,,,,,,,1874.79821777344
"H03408-04-01","P03408-003",2,"P03408-001",2,,,,,,,,,,1874.79821777344
"H03408-04-01","P03408-004",2,"P03408-001",2,,,,,,,,,,1874.79821777344
"H03408-04-01","P03408-005",2,"P03408-001",1,10,3,4,11,1,,7,2,15000,1874.79821777344
"H03408-04-01","P03408-006",2,"P03408-001",1,6,0,11,40,1,,7,2,5000,1874.79821777344
"H03409-04-01","P03409-001",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-003",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-004",1,,2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-005",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-006",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-009",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-010",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-011",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-013",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-014",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-016",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-018",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-019",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-020",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-033",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-034",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-01","P03409-035",2,"P03409-004",2,,,,,,,,,,937.399108886719
"H03409-04-02","P03409-002",1,,2,,,,,,,,,,937.399108886719
"H03409-04-02","P03409-036",2,"P03409-002",2,,,,,,,,,,937.399108886719
"H03409-04-02","P03409-037",2,"P03409-002",2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-001",2,"P03410-002",2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-002",1,,2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-003",2,"P03410-002",2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-004",2,"P03410-002",1,7,4,4,9,2,96,,,,937.399108886719
"H03410-04-01","P03410-005",2,"P03410-002",1,7,6,4,8,2,96,,,,937.399108886719
"H03410-04-01","P03410-006",2,"P03410-002",1,6,4,8,4,2,96,,,,937.399108886719
"H03410-04-01","P03410-008",2,"P03410-002",2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-010",2,"P03410-002",2,,,,,,,,,,937.399108886719
"H03410-04-01","P03410-013",2,"P03410-002",1,8,5,4,8,2,96,,,,937.399108886719
"H03410-04-01","P03410-014",2,"P03410-002",2,,,,,,,,,,937.399108886719
"H03410-04-02","P03410-007",1,,2,,,,,,,,,,937.399108886719
"H03410-04-02","P03410-009",2,"P03410-007",2,,,,,,,,,,937.399108886719
"H03410-04-02","P03410-015",2,"P03410-007",2,,,,,,,,,,937.399108886719
"H03410-04-02","P03410-016",2,"P03410-007",2,,,,,,,,,,937.399108886719
"H03410-04-02","P03410-017",2,"P03410-007",2,,,,,,,,,,937.399108886719
"H03503-04-01","P03503-001",2,"P03503-002",2,,,,,,,,,,1874.79809570313
"H03503-04-01","P03503-002",1,,2,,,,,,,,,,1874.79809570313
"H03503-04-01","P03503-006",2,"P03503-002",2,,,,,,,,,,1874.79809570313
"H03503-04-01","P03503-007",2,"P03503-002",2,,,,,,,,,,1874.79809570313
"H03503-04-01","P03503-008",2,"P03503-002",2,,,,,,,,,,1874.79809570313
"H03503-04-01","P03503-009",2,"P03503-002",2,,,,,,,,,,1874.79809570313
"H03511-04-01","P03511-001",2,"P03511-002",2,,,,,,,,,,1874.79809570313
"H03511-04-01","P03511-002",1,,2,,,,,,,,,,1874.79809570313
"H03511-04-01","P03511-005",2,"P03511-002",2,,,,,,,,,,1874.79809570313
"H03512-04-01","P03512-001",1,,2,,,,,,,,,,1874.79809570313
"H03512-04-01","P03512-002",1,,2,,,,,,,,,,1874.79809570313
"H03515-04-01","P03515-001",1,,2,,,,,,,,,,1874.79809570313
"H03515-04-01","P03515-002",2,"P03515-001",2,,,,,,,,,,1874.79809570313
"H03515-04-01","P03515-003",2,"P03515-001",2,,,,,,,,,,1874.79809570313
"H03601-04-01","P03601-001",1,,2,,,,,,,,,,2551.70141601563
"H03601-04-01","P03601-009",1,,2,,,,,,,,,,2551.70141601563
"H03601-04-01","P03601-012",2,"P03601-009",1,7,5,12,1,1,,1,16,0,2551.70141601563
"H03601-04-01","P03601-014",2,"P03601-009",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-001",1,,1,30,25,96,4,1,,1,123,300000,2551.70141601563
"H03602-04-04","P03602-003",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-004",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-005",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-006",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-008",2,"P03602-001",1,14,5,5,13,1,,6,0.25,6000,2551.70141601563
"H03602-04-04","P03602-010",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-011",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-013",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03602-04-04","P03602-015",2,"P03602-001",2,,,,,,,,,,2551.70141601563
"H03603-04-05","P03603-001",1,,1,10,1,96,40,2,5,,,,2551.70141601563
"H03603-04-05","P03603-002",2,"P03603-006",2,,,,,,,,,,2551.70141601563
"H03603-04-05","P03603-003",2,"P03603-001",1,4,0,13,11,1,,7,0.5,5000,2551.70141601563
"H03603-04-05","P03603-004",2,"P03603-001",2,,,,,,,,,,2551.70141601563
"H03603-04-05","P03603-005",2,"P03603-001",2,,,,,,,,,,2551.70141601563
"H03603-04-05","P03603-006",2,"P03603-001",1,6,2,13,4,1,,7,0.5,15000,2551.70141601563
"H03604-04-04","P03604-001",2,"P03604-003",2,,,,,,,,,,850.567138671875
"H03604-04-04","P03604-002",2,"P03604-003",2,,,,,,,,,,850.567138671875
"H03604-04-04","P03604-003",1,,2,,,,,,,,,,850.567138671875
"H03604-04-04","P03604-004",2,"P03604-003",1,5,1,8,96,1,,7,1,5000,850.567138671875
"H03604-04-04","P03604-005",2,"P03604-003",1,4,3,13,96,1,,7,1,15000,850.567138671875
"H03604-04-04","P03604-007",2,"P03604-003",1,6,2,13,96,1,,7,1,8000,850.567138671875
"H03604-04-04","P03604-008",2,"P03604-003",2,,,,,,,,,,850.567138671875
"H03604-04-04","P03604-049",1,,1,6,4,13,96,1,,7,1,18000,850.567138671875
"H03604-04-04","P03604-050",1,,2,,,,,,,,,,850.567138671875
"H03604-04-08","P03604-022",2,"P03604-023",2,,,,,,,,,,850.567138671875
"H03604-04-08","P03604-023",1,,1,14,0,8,96,1,,1,66,100000,850.567138671875
"H03604-04-08","P03604-025",1,,2,,,,,,,,,,850.567138671875
"H03604-04-08","P03604-027",2,"P03604-023",2,,,,,,,,,,850.567138671875
"H03604-04-08","P03604-028",2,"P03604-023",1,5,2,96,8,1,,7,1,30000,850.567138671875
"H03604-04-09","P03604-029",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-030",2,"P03604-032",1,30,2,13,12,1,,6,0.1,57000,850.567138671875
"H03604-04-09","P03604-031",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-032",1,,1,5,1,5,8,1,,6,0.1,35000,850.567138671875
"H03604-04-09","P03604-033",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-034",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-036",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-037",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-038",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-039",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-040",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03604-04-09","P03604-041",2,"P03604-032",2,,,,,,,,,,850.567138671875
"H03605-04-02","P03605-002",2,"P03605-006",1,7,3,5,8,1,,2,11.2,0,2551.70141601563
"H03605-04-02","P03605-003",2,"P03605-006",2,,,,,,,,,,2551.70141601563
"H03605-04-02","P03605-004",2,"P03605-006",1,7,2,5,8,1,,6,5,30000,2551.70141601563
"H03605-04-02","P03605-005",2,"P03605-006",1,3,0,5,,2,1,,,,2551.70141601563
"H03605-04-02","P03605-006",1,,2,,,,,,,,,,2551.70141601563
"H03605-04-02","P03605-007",2,"P03605-006",2,,,,,,,,,,2551.70141601563
"H03605-04-02","P03605-008",2,"P03605-006",1,7,2,5,8,1,,2,11.2,0,2551.70141601563
"H03607-04-01","P03607-001",1,,1,6,2,4,11,1,,2,20,0,2551.70141601563
"H03607-04-01","P03607-004",2,"P03607-001",2,,,,,,,,,,2551.70141601563
"H03607-04-01","P03607-005",2,"P03607-001",1,7,0,13,40,1,,7,0.5,5000,2551.70141601563
"H03607-04-01","P03607-006",2,"P03607-001",2,,,,,,,,,,2551.70141601563
"H03607-04-01","P03607-007",2,"P03607-001",2,,,,,,,,,,2551.70141601563
"H03607-04-01","P03607-008",2,"P03607-001",2,,,,,,,,,,2551.70141601563
"H03608-04-01","P03608-001",1,,2,,,,,,,,,,2551.70141601563
"H03608-04-01","P03608-008",2,"P03608-001",2,,,,,,,,,,2551.70141601563
"H03704-04-01","P03704-001",1,,1,7,4,96,8,2,96,,,,2551.70141601563
"H03704-04-01","P03704-002",2,"P03704-001",2,,,,,,,,,,2551.70141601563
"H03704-04-01","P03704-003",2,"P03704-001",1,7,3,19,8,2,96,,,,2551.70141601563
"H03705-04-01","P03705-001",2,"P03705-002",2,,,,,,,,,,2551.70141601563
"H03705-04-01","P03705-002",1,,1,12,0,7,40,1,,1,100,50000,2551.70141601563
"H03705-04-01","P03705-003",2,"P03705-002",2,,,,,,,,,,2551.70141601563
"H03705-04-01","P03705-004",2,"P03705-002",2,,,,,,,,,,2551.70141601563
"H03705-04-01","P03705-005",2,"P03705-002",1,21,4,5,19,1,,2,2,20000,2551.70141601563
"H03706-04-01","P03706-001",2,"P03706-002",1,5,0,13,8,1,,6,1,5000,2551.70141601563
"H03706-04-01","P03706-002",1,,2,,,,,,,,,,2551.70141601563
"H03706-04-01","P03706-003",2,"P03706-002",2,,,,,,,,,,2551.70141601563
"H03706-04-01","P03706-004",2,"P03706-002",2,,,,,,,,,,2551.70141601563
"H03706-04-01","P03706-005",2,"P03706-002",2,,,,,,,,,,2551.70141601563
"H03706-04-01","P03706-006",2,"P03706-002",1,3,1,5,12,1,,2,1,0,2551.70141601563
"H03706-04-01","P03706-008",2,"P03706-002",2,,,,,,,,,,2551.70141601563
"H03706-04-01","P03706-010",2,"P03706-002",2,,,,,,,,,,2551.70141601563
"H03707-04-01","P03707-001",2,"P03707-003",2,,,,,,,,,,1275.85070800781
"H03707-04-01","P03707-002",2,"P03707-003",1,14,5,9,8,1,,7,2,15000,1275.85070800781
"H03707-04-01","P03707-003",1,,2,,,,,,,,,,1275.85070800781
"H03707-04-01","P03707-005",2,"P03707-003",2,,,,,,,,,,1275.85070800781
"H03707-04-01","P03707-006",2,"P03707-003",2,,,,,,,,,,1275.85070800781
"H03707-04-01","P03707-007",2,"P03707-003",1,5,1,13,40,1,,7,2,10000,1275.85070800781
"H03707-04-01","P03707-011",2,"P03707-003",2,,,,,,,,,,1275.85070800781
"H03707-04-01","P03707-012",1,,1,7,0,13,9,1,,7,2,15000,1275.85070800781
"H03707-04-02","P03707-013",1,,1,6,3,13,20,1,,7,1,4000,1275.85070800781
"H03707-04-02","P03707-014",2,"P03707-013",2,,,,,,,,,,1275.85070800781
"H03709-04-01","P03709-001",1,,2,,,,,,,,,,2551.70141601563
"H03709-04-01","P03709-002",2,"P03709-001",1,7,3,8,96,1,,7,2,20000,2551.70141601563
"H03709-04-01","P03709-003",2,"P03709-001",2,,,,,,,,,,2551.70141601563
"H03709-04-01","P03709-004",2,"P03709-001",2,,,,,,,,,,2551.70141601563
"H03711-04-02","P03711-006",1,,2,,,,,,,,,,637.925354003906
"H03711-04-02","P03711-008",1,,1,3,1,1,40,1,,2,4,48000,637.925354003906
"H03711-04-02","P03711-014",2,"P03711-008",1,20,3,4,7,1,,7,0.7,5000,637.925354003906
"H03711-04-02","P03711-028",2,"P03711-008",1,30,7,11,40,1,,2,4,0,637.925354003906
"H03711-04-03","P03711-001",2,"P03711-002",2,,,,,,,,,,637.925354003906
"H03711-04-03","P03711-002",1,,2,,,,,,,,,,637.925354003906
"H03711-04-03","P03711-003",2,"P03711-002",1,4,2,5,8,1,,6,0.2,6000,637.925354003906
"H03711-04-03","P03711-004",2,"P03711-002",2,,,,,,,,,,637.925354003906
"H03711-04-03","P03711-012",2,"P03711-002",1,7,0,5,8,1,,6,0.2,4000,637.925354003906
"H03711-04-04","P03711-010",1,,2,,,,,,,,,,637.925354003906
"H03711-04-04","P03711-011",2,"P03711-010",1,8,3,19,40,1,,2,1.5,0,637.925354003906
"H03711-04-04","P03711-015",2,"P03711-010",1,5,1,2,8,1,,2,1.5,0,637.925354003906
"H03711-04-04","P03711-023",2,"P03711-010",2,,,,,,,,,,637.925354003906
"H03711-04-04","P03711-024",2,"P03711-010",2,,,,,,,,,,637.925354003906
"H03711-04-04","P03711-025",2,"P03711-010",2,,,,,,,,,,637.925354003906
"H03711-04-04","P03711-026",2,"P03711-010",2,,,,,,,,,,637.925354003906
"H03711-04-04","P03711-027",2,"P03711-010",1,4,3,2,13,1,,2,1.5,0,637.925354003906
"H03804-04-01","P03804-001",1,,2,,,,,,,,,,2551.70141601563
"H03807-04-01","P03807-001",1,,1,14,2,8,96,2,2,,,,2551.70141601563
"H03807-04-01","P03807-005",1,,1,7,0,5,8,2,1,,,,2551.70141601563
"H03807-04-01","P03807-006",2,"P03807-005",2,,,,,,,,,,2551.70141601563
"H03807-04-01","P03807-007",2,"P03807-005",1,4,0,13,8,1,,2,2,0,2551.70141601563
"H03807-04-01","P03807-008",1,,1,3,0,5,8,2,1,,,,2551.70141601563
"H03809-04-01","P03809-002",1,,1,4,0,11,13,1,,7,0.2,6000,2551.70141601563
"H03809-04-01","P03809-003",1,,2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-004",1,,2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-005",2,"P03809-002",2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-006",2,"P03809-002",2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-007",2,"P03809-002",2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-010",2,"P03809-002",2,,,,,,,,,,2551.70141601563
"H03809-04-01","P03809-011",2,"P03809-002",1,5,2,11,9,1,,7,0.2,15000,2551.70141601563
"H03810-04-01","P03810-001",2,"P03810-010",2,,,,,,,,,,2551.70141601563
"H03810-04-01","P03810-010",1,,1,4,2,9,8,1,,6,0.25,3000,2551.70141601563
"H03810-04-01","P03810-011",2,"P03810-010",2,,,,,,,,,,2551.70141601563
"H03810-04-01","P03810-012",2,"P03810-010",2,,,,,,,,,,2551.70141601563
"H03810-04-01","P03810-013",2,"P03810-010",2,,,,,,,,,,2551.70141601563
"H03811-04-01","P03811-001",1,,1,5,0,9,20,1,,7,1,5000,2551.70141601563
