"HHID","parcelID","plotID","Production2_ID","cropID","a5bq5_1","a5bq5_2","a5bq6a","a5bq6b","a5bq6c","a5bq6d","a5bq6a_1","a5bq6a_2","a5bq6a_3","a5bq6a_4","a5bq6e","a5bq6e_1","a5bq6f","a5bq6f_1","a5bq7a","a5bq7b","a5bq7c","a5bq7d","a5bq8","a5bq9","a5bq10","a5bq11e","a5bq11f","a5bq11g","a5bq11h","a5bq12","a5bq13","a5bq14a","a5bq14b","a5bq15","a5bq16","a5bq17","a5bq18","a5bq19","a5bq20","a5bq21","a5bq22","a5bq23a","a5bq23b","hh","wgt_X"
37090401,1,1,8,310,3709001,2,10,45,1,,2,,3709001,3709002,10,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,4,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,2,741,3709001,2,14,20,69,7,2,,3709001,3709002,7,2013,12,2013,0,,,,,,,,,,,0,14,0,0,0,0,,6,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,4,210,3709001,2,40,45,1,,2,,3709001,3709002,10,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,4,2,,30,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,7,130,3709001,2,100,45,1,,2,,3709001,3709002,,2014,,2014,0,,,,,,,,,,,10,80,0,0,10,0,,4,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,3,741,3709001,2,8,20,68,13,2,,3709001,3709002,7,2013,12,2013,0,,,,,,,,,,,0,8,0,0,0,0,,6,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,6,130,3709001,2,4,23,39,5,2,,3709001,3709002,11,2013,12,2013,0,,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,1,5,210,3709001,2,10,24,1,,2,,3709001,3709002,10,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,3,,"H03709-04-01",2551.70141601563
37090401,1,2,9,620,3709001,2,7,20,14,7,2,,3709001,3709002,,2014,,2014,0,,,,,,,,,,,0,7,0,0,0,0,,6,2,,0,,3,,"H03709-04-01",2551.70141601563
37110402,1,1,2,811,3711006,2,100,24,1,,1,3711006,,,12,2013,12,2013,100,24,1,,60000,2,0,1,3711006,,,0,0,0,0,0,0,,6,2,,0,,3,,"H03711-04-02",637.925354003906
37110402,1,1,1,741,3711006,2,40,20,69,5,1,3711006,,,7,2013,12,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,3,,"H03711-04-02",637.925354003906
37110402,1,2,3,130,3711006,2,4,45,10,100,1,3711006,,,1,2014,2,2014,4,45,10,100,280000,2,0,1,3711006,,,0,0,0,0,0,0,,4,2,,0,,3,,"H03711-04-02",637.925354003906
37110402,1,3,4,742,3711006,2,60,20,69,5,1,3711006,,,7,2013,12,2013,60,20,69,5,60000,2,0,1,3711006,,,0,0,0,0,0,0,,6,2,,0,,3,,"H03711-04-02",637.925354003906
37110403,1,1,2,130,3711002,2,750,45,1,,1,3711002,,,12,2013,12,2013,700,45,1,,315000,2,0,1,3711002,,,0,50,0,0,0,0,,4,2,,0,,3,,"H03711-04-03",637.925354003906
37110403,1,1,1,130,3711002,2,1,23,10,110,1,3711002,,,12,2013,12,2013,0,,,,,,,,,,,0.300000011920929,0.699999988079071,0,0,0,0,,6,2,,0,,3,,"H03711-04-03",637.925354003906
38070401,1,1,1,210,3807006,2,2,24,20,15,2,,3807005,3807008,11,2013,11,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,96,"H03807-04-01",2551.70141601563
38070401,1,1,2,130,3807005,2,18,23,1,,2,,3807005,3807008,12,2013,1,2014,0,,,,,,,,,,,0,15,0,0,3,0,,6,2,,0,,2,96,"H03807-04-01",2551.70141601563
38070401,1,2,3,640,3807005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03807-04-01",2551.70141601563
38070401,1,3,4,630,3807005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03807-04-01",2551.70141601563
38070401,1,3,5,620,3807008,2,7,20,20,25,2,,3807005,3807008,1,2014,2,2014,0,,,,,,,,,,,0,7,0,0,0,0,,6,2,,0,,2,96,"H03807-04-01",2551.70141601563
38090401,1,1,1,741,3809002,2,15,20,68,16,2,,3809010,3809002,,2013,,2013,0,,,,,,,,,,,5,10,0,0,0,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38090401,1,1,2,741,3809002,2,20,20,69,5,2,,3809002,3809010,,2013,,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38090401,1,2,4,130,3809002,2,5,45,20,20,2,,3809002,3809010,,2013,,2014,0,,,,,,,,,,,1,3.5,0,0,0.5,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38090401,1,2,3,130,3809002,2,1,12,10,100,2,,3809002,3809010,,2013,,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38090401,1,3,5,210,3809002,2,4,24,20,17,2,,3809002,3809010,,2013,,2013,0,,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38090401,1,4,6,630,3809002,2,2,20,10,120,2,,3809002,3809010,,2013,,2013,0,,,,,,,,,,,0.25,1.75,0,0,0,0,,6,2,,0,,3,,"H03809-04-01",2551.70141601563
38100401,1,1,1,210,3810010,2,7,24,1,,1,3810010,,,,2013,,2013,0,,,,,,,,,,,1,6,0,0,0,0,,6,2,,0,,1,96,"H03810-04-01",2551.70141601563
38100401,1,1,2,130,3810010,2,5,22,39,3,1,3810010,,,,2013,,2013,0,,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,1,96,"H03810-04-01",2551.70141601563
38100401,2,2,3,130,3810001,2,1700,45,1,,2,,3810001,3810010,,2014,,2014,1650,45,1,,990000,3,25000,2,,3810001,3810010,0,20,0,0,30,0,,4,2,,0,,1,96,"H03810-04-01",2551.70141601563
38100401,2,2,4,210,3810001,2,40,24,1,,2,,3810001,3810010,,2013,,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,1,96,"H03810-04-01",2551.70141601563
38100401,2,2,5,210,3810010,2,250,45,1,,2,,3810001,3810010,,2013,,2013,200,45,1,,240000,2,0,2,,3810001,3810010,0,35,0,0,15,0,,4,2,,0,,1,96,"H03810-04-01",2551.70141601563
39020401,1,1,2,811,3902002,2,1,44,10,75,1,3902002,,,11,2013,12,2013,1,44,10,75,50000,2,0,1,3902002,,,0,0,0,0,0,0,,4,2,,0,,3,,"H03902-04-01",2551.70141601563
39020401,1,1,1,741,3902002,2,13,20,68,12,1,3902002,,,9,2013,12,2013,0,,,,,,,,,,,2,11,0,0,0,0,,6,2,,0,,2,96,"H03902-04-01",2551.70141601563
39020401,1,2,4,210,3902002,2,1.5,45,22,13,1,3902002,,,10,2013,11,2013,0,,,,,,,,,,,0,1,0,0,0.5,0,,6,2,,0,,2,96,"H03902-04-01",2551.70141601563
39020401,1,2,3,630,3902002,2,10,20,91,6,1,3902002,,,11,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,1,96,"H03902-04-01",2551.70141601563
39020401,1,2,5,130,3902002,2,1,45,12,50,1,3902002,,,11,2013,12,2013,0,,,,,,,,,,,0.300000011920929,0.600000023841858,0,0,0.100000001490116,0,,4,2,,0,,2,96,"H03902-04-01",2551.70141601563
39020401,1,3,6,620,3902002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03902-04-01",2551.70141601563
39030401,1,1,2,741,3903003,2,34,20,69,7,1,3903003,,,7,2013,12,2013,0,,,,,,,,,,,5,29,0,0,0,0,,6,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,1,1,741,3903003,2,20,20,67,24,1,3903003,,,7,2013,12,2013,18,20,67,24,180000,2,0,1,3903003,,,0,2,0,0,0,0,,6,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,1,3,744,3903003,2,10,20,67,25,1,3903003,,,7,2013,12,2013,10,20,67,25,125000,2,0,1,3903003,,,0,0,0,0,0,0,,6,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,1,5,812,3903003,2,6,24,22,12,1,3903003,,,10,2013,12,2013,6,24,22,12,36000,2,0,1,3903003,,,0,0,0,0,0,0,,4,2,,0,,3,,"H03903-04-01",2551.70141601563
39030401,1,1,4,744,3903003,2,15,20,69,7,1,3903003,,,7,2013,12,2013,7,20,69,7,49000,2,0,1,3903003,,,2,6,0,0,0,0,,6,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,2,7,210,3903003,2,2,45,20,20,1,3903003,,,11,2013,12,2013,0,,,,,,,,,,,0.300000011920929,1,0,0,0.699999988079071,0,,4,2,,0,,1,96,"H03903-04-01",2551.70141601563
39030401,1,2,8,130,3903003,2,1,22,10,80,1,3903003,,,12,2013,12,2013,0,,,,,,,,,,,0.200000002980232,0.800000011920929,0,0,0,0,,6,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,2,6,630,3903003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03903-04-01",2551.70141601563
39030401,1,2,9,130,3903003,2,1,45,20,20,1,3903003,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,96,"H03903-04-01",2551.70141601563
39030401,1,3,10,630,3903003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03903-04-01",2551.70141601563
39030401,2,4,12,630,3903003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03903-04-01",2551.70141601563
39030401,2,4,11,130,3903003,2,3,45,20,20,1,3903003,,,12,2013,12,2013,0,,,,,,,,,,,0,1.5,0,0,0,0,,4,2,,1.5,,2,96,"H03903-04-01",2551.70141601563
39060401,1,1,3,741,3906001,2,20,20,69,6,1,3906001,,,7,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,2,96,"H03906-04-01",2551.70141601563
39060401,1,1,1,130,3906001,2,4,45,20,24,2,,3906001,3906006,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,3,0,,4,1,3,0,,2,96,"H03906-04-01",2551.70141601563
39060401,1,1,2,130,3906001,2,3,13,15,8,1,3906001,,,10,2013,11,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,96,"H03906-04-01",2551.70141601563
39060401,1,2,4,811,3906001,2,2,24,10,130,1,3906001,,,7,2013,12,2013,2,24,10,130,70000,2,0,1,3906001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H03906-04-01",2551.70141601563
39070401,1,1,3,741,3907002,2,45,20,69,8,1,3907002,,,7,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,2,96,"H03907-04-01",2551.70141601563
39070401,1,1,4,741,3907002,2,20,20,68,10,1,3907002,,,7,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,2,96,"H03907-04-01",2551.70141601563
39070401,1,1,1,210,3907002,2,2,45,20,20,1,3907002,,,12,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,1,1,0,,2,96,"H03907-04-01",2551.70141601563
39070401,1,1,2,210,3907002,2,4,24,20,18,1,3907002,,,10,2013,11,2013,0,,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,2,96,"H03907-04-01",2551.70141601563
39070401,1,2,6,620,3907001,2,6,20,10,150,1,3907001,,,12,2013,12,2013,0,,,,,,,,,,,1,5,0,0,0,0,,6,2,,0,,2,96,"H03907-04-01",2551.70141601563
39070401,1,3,5,223,3907002,2,1,45,16,7,1,3907002,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,,2,96,"H03907-04-01",2551.70141601563
39080401,1,1,1,630,3908002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03908-04-01",2551.70141601563
39080401,1,2,2,620,3908002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H03908-04-01",2551.70141601563
39090401,1,1,3,130,3909001,2,1,45,12,40,2,,3909001,3909002,11,2013,11,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,96,"H03909-04-01",1275.85070800781
39090401,1,1,2,210,3909001,2,1,45,20,12,2,,3909033,3909002,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,96,"H03909-04-01",1275.85070800781
39090401,1,1,4,811,3909001,2,2,44,20,12,2,,3909001,3909002,9,2013,11,2013,2,44,20,12,24000,2,0,2,,3909001,3909002,0,0,0,0,0,0,,4,2,,0,,3,,"H03909-04-01",1275.85070800781
39090401,1,1,1,741,3909001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03909-04-01",1275.85070800781
39090401,1,1,5,620,3909001,2,5,20,39,8,2,,3909001,3909002,11,2013,11,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,1,1,"H03909-04-01",1275.85070800781
39090402,1,1,2,811,3909026,2,7,24,10,80,2,,3909026,3909027,9,2013,11,2013,7,44,10,80,1000000,2,0,2,,3909026,3909027,0,0,0,0,0,0,,4,2,,0,,3,,"H03909-04-02",1275.85070800781
39090402,1,1,1,741,3909026,2,26,20,68,14,2,,3909026,3909027,8,2013,12,2013,0,,,,,,,,,,,5,21,0,0,0,0,,6,2,,0,,2,96,"H03909-04-02",1275.85070800781
39090402,1,2,4,130,3909026,2,1.5,45,10,100,2,,3909026,3909027,10,2013,12,2013,0,,,,,,,,,,,0.25,1.20000004768372,0,0,0.0500000007450581,0,,4,2,,0,,2,96,"H03909-04-02",1275.85070800781
39090402,1,2,3,210,3909026,2,3,45,20,15,2,,3909026,3909027,11,2013,12,2013,0,,,,,,,,,,,0.5,2,0,0,0.5,0,,4,2,,0,,2,96,"H03909-04-02",1275.85070800781
39090402,3,4,5,620,3909026,2,10,20,38,15,2,,3909026,3909027,12,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,1,1,"H03909-04-02",1275.85070800781
39090402,3,5,6,130,3909026,2,2,45,10,100,2,,3909026,3909027,10,2013,11,2013,2,45,10,100,100000,2,0,2,,3909026,3909027,0,0,0,0,0,0,,4,2,,0,,1,96,"H03909-04-02",1275.85070800781
39090402,3,5,7,630,3909026,2,18,20,38,15,2,,3909026,3909027,8,2013,12,2013,0,,,,,,,,,,,4,14,0,0,0,0,,6,2,,0,,2,96,"H03909-04-02",1275.85070800781
39100401,1,1,1,811,3910001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03910-04-01",2551.70141601563
39100401,1,2,2,620,3910001,2,8,20,10,150,1,3910001,,,11,2013,12,2013,0,,,,,,,,,,,0,8,0,0,0,0,,6,2,,0,,1,1,"H03910-04-01",2551.70141601563
39100401,2,4,3,630,3910001,2,5,20,10,150,1,3910001,,,11,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H03910-04-01",2551.70141601563
39100401,3,5,5,210,3910001,2,1,45,12,60,1,3910001,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,,1,1,"H03910-04-01",2551.70141601563
39100401,3,5,6,210,3910001,2,12,24,14,10,1,3910001,,,10,2013,11,2013,0,,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,1,1,"H03910-04-01",2551.70141601563
39100401,3,5,4,741,3910001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H03910-04-01",2551.70141601563
40010401,1,1,7,130,4001002,2,1.5,33,10,100,1,4001001,,,11,2013,12,2013,1,45,10,100,50000,3,1000,1,4001001,,,0.109999999403954,0.25,0,0,0,0.00999999977648258,5,4,2,,0.140000000596046,,2,96,"H04001-04-01",2551.70141601563
40010401,1,1,1,130,4001002,2,2.5,45,10,100,2,,4001001,4001002,12,2013,12,2013,2,45,10,100,100000,2,0,2,,4001001,4001002,0,0.25,0,0,0,0,,4,2,,0.25,,1,96,"H04001-04-01",2551.70141601563
40010401,1,1,2,130,4001002,2,5,22,40,3,2,,4001001,4001002,11,2013,12,2013,0,,,,,,,,,,,1,4,0,0,0,0,,4,2,,160,,3,,"H04001-04-01",2551.70141601563
40010401,2,2,3,741,4001002,2,20,20,69,5,2,,4001001,4001002,7,2013,12,2013,0,,,,,,,,,,,3,17,0,0,0,0,,6,2,,0,,2,96,"H04001-04-01",2551.70141601563
40010401,2,3,6,741,4001002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04001-04-01",2551.70141601563
40010401,2,3,5,630,4001002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04001-04-01",2551.70141601563
40010401,2,3,4,210,4001002,2,2,14,20,8,2,,4001001,4001002,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,96,"H04001-04-01",2551.70141601563
40020401,1,1,1,620,4002002,2,10,20,20,8,2,,4002001,4002002,1,2014,3,2014,0,,,,,,,,,,,1,9,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40020401,1,2,2,630,4002002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04002-04-01",2551.70141601563
40020401,1,2,3,130,4002002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H04002-04-01",2551.70141601563
40020401,2,3,5,630,4002002,2,2,20,10,110,2,,4002001,4002002,7,2013,11,2013,1,20,10,110,30000,2,0,2,,4002001,4002002,0.5,0.5,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40020401,2,3,4,741,4002002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04002-04-01",2551.70141601563
40020401,2,4,6,130,4002002,2,5,43,10,100,2,,4002001,4002002,12,2013,1,2014,1,45,10,100,50000,2,0,1,4002002,,,0,1,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40020401,2,4,7,130,4002002,2,8,23,39,3,2,,4002001,4002002,10,2013,12,2013,0,,,,,,,,,,,2,6,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40020401,3,5,8,210,4002002,2,8,24,39,5,2,,4002001,4002002,10,2013,11,2013,0,,,,,,,,,,,2,6,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40020401,3,5,9,210,4002002,2,3,45,10,100,2,,4002001,4002002,11,2013,12,2013,2,45,10,100,240000,2,0,2,,4002001,4002002,0.5,0.5,0,0,0,0,,6,2,,0,,3,,"H04002-04-01",2551.70141601563
40030401,2,1,1,130,4003002,2,12,22,38,5,1,4003002,,,11,2013,11,2013,0,,,,,,,,,,,1,11,0,0,0,0,,6,2,,0,,1,96,"H04003-04-01",850.567138671875
40030401,2,1,2,130,4003002,2,2,45,20,20,2,,4003001,4003002,12,2013,12,2013,0,,,,,,,,,,,0.119999997317791,1.75,0,0,0.119999997317791,0,,4,2,,0,,2,96,"H04003-04-01",850.567138671875
40030401,2,2,3,630,4003002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04003-04-01",850.567138671875
40030401,3,3,4,630,4003002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04003-04-01",850.567138671875
40030401,4,4,6,741,4003002,2,15,20,68,12,1,4003002,,,7,2013,12,2013,0,,,,,,,,,,,3,12,0,0,0,0,,6,2,,0,,2,96,"H04003-04-01",850.567138671875
40030401,4,4,5,812,4003002,2,6,24,10,85,1,4003002,,,10,2013,12,2013,6,24,10,85,408000,2,0,2,,4003001,4003002,0,0,0,0,0,0,,4,2,,0,,3,,"H04003-04-01",850.567138671875
40030401,4,4,7,741,4003002,2,25,20,69,7,1,4003002,,,7,2013,12,2013,0,,,,,,,,,,,0,25,0,0,0,0,,6,2,,0,,2,96,"H04003-04-01",850.567138671875
40040401,1,1,1,741,4004001,2,13,20,69,6,1,4004001,,,8,2013,12,2013,0,,,,,,,,,,,0,13,0,0,0,0,,6,2,,0,,2,96,"H04004-04-01",2551.70141601563
40040401,1,1,2,812,4004001,2,1,44,20,15,1,4004001,,,10,2013,11,2013,1,44,20,15,22500,2,0,1,4004001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H04004-04-01",2551.70141601563
40040401,2,2,6,130,4004001,2,4,22,39,3,1,4004001,,,11,2013,12,2013,0,,,,,,,,,,,0,4,0,0,0,0,,96,2,,0,,2,96,"H04004-04-01",2551.70141601563
40040401,2,2,3,630,4004001,2,2,20,20,25,1,4004001,,,11,2013,11,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,96,"H04004-04-01",2551.70141601563
40040401,2,2,5,210,4004001,2,1,45,20,20,1,4004001,,,11,2013,11,2013,0,,,,,,,,,,,0,0.75,0,0,0,0,,4,2,,0,,2,96,"H04004-04-01",2551.70141601563
40040401,2,2,4,210,4004001,2,1,24,20,10,1,4004001,,,11,2013,11,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,96,"H04004-04-01",2551.70141601563
40040401,3,3,7,130,4004001,2,25,45,1,,1,4004001,,,12,2013,12,2013,0,,,,,,,,,,,0,15,0,0,10,0,,4,2,,0,,2,96,"H04004-04-01",2551.70141601563
40050401,1,1,3,741,4005015,2,10,20,67,13,2,,4005001,4005015,7,2013,12,2013,5,20,67,13,50000,2,0,2,,4005001,4005015,0,5,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,1,2,741,4005015,2,20,20,69,6,2,,4005015,4005001,7,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,1,1,812,4005015,2,200,44,1,,1,4005001,,,10,2013,11,2013,200,44,1,,200000,2,0,1,4005001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,2,4,130,4005015,2,7,23,39,8,2,,4005001,4005015,10,2013,12,2013,0,,,,,,,,,,,0,7,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,2,5,130,4005015,2,100,45,1,,2,,4005015,4005001,11,2013,12,2013,100,45,1,,40000,2,0,1,4005001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,3,7,210,4005015,2,10,45,1,,2,,4005001,4005015,11,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,4,2,,5,,3,,"H04005-04-01",2551.70141601563
40050401,1,3,6,210,4005015,2,5,24,39,8,2,,4005015,4005001,10,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,1,4,8,620,4005015,2,7,20,39,15,2,,4005001,4005015,11,2013,12,2013,0,,,,,,,,,,,1,6,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40050401,2,5,9,620,4005015,2,15,20,20,16,2,,4005001,4005015,10,2013,12,2013,0,,,,,,,,,,,2,13,0,0,0,0,,6,2,,0,,3,,"H04005-04-01",2551.70141601563
40070401,1,1,2,741,4007001,2,15,20,69,7,1,4007001,,,7,2013,12,2013,0,,,,,,,,,,,5,15,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40070401,1,1,3,812,4007001,2,200,24,1,,1,4007001,,,11,2013,12,2013,200,24,1,,200000,2,0,1,4007001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40070401,1,1,1,741,4007001,2,10,20,67,10,1,4007001,,,7,2013,12,2013,5,20,67,10,50000,2,0,1,4007001,,,0,5,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40070401,1,2,7,210,4007001,2,3,24,38,8,1,4007001,,,10,2013,12,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40070401,1,2,8,310,4007001,2,3,42,22,10,1,4007001,,,10,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,2,,3,,"H04007-04-01",2551.70141601563
40070401,1,2,6,210,4007001,2,30,45,1,,1,4007001,,,11,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,4,2,,20,,3,,"H04007-04-01",2551.70141601563
40070401,1,2,5,130,4007001,2,4,23,39,6,1,4007001,,,10,2013,12,2013,0,,,,,,,,,,,1,3,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40070401,1,2,4,130,4007001,2,20,45,1,,1,4007001,,,10,2013,11,2013,0,,,,,,,,,,,0,5,0,0,0,0,,4,2,,15,,3,,"H04007-04-01",2551.70141601563
40070401,1,3,9,620,4007001,2,7,20,20,15,1,4007001,,,10,2013,12,2013,0,,,,,,,,,,,2,5,0,0,0,0,,6,2,,0,,3,,"H04007-04-01",2551.70141601563
40100401,1,1,4,741,4010001,2,22,20,69,6,2,,4010001,4010002,7,2013,12,2013,0,,,,,,,,,,,2,20,0,0,0,0,,6,2,,0,,2,96,"H04010-04-01",1275.85070800781
40100401,1,1,5,650,4010001,2,2,20,38,10,2,,4010001,4010002,12,2013,1,2014,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H04010-04-01",1275.85070800781
40100401,1,1,6,720,4010001,2,25,20,89,1,2,,4010001,4010002,1,2014,2,2014,0,,,,,,,,,,,0,25,0,0,0,0,,6,2,,0,,3,,"H04010-04-01",1275.85070800781
40100401,1,1,3,741,4010001,2,10,20,67,20,1,4010001,,,7,2013,12,2013,7,20,67,20,105000,6,0,1,4010001,,,0,3,0,0,0,0,,6,2,,0,,2,96,"H04010-04-01",1275.85070800781
40100401,1,1,1,630,4010001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H04010-04-01",1275.85070800781
40100401,1,1,2,812,4010001,2,6,44,10,90,1,4010001,,,8,2013,11,2013,6,44,10,90,999000,6,0,1,4010001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H04010-04-01",1275.85070800781
40100401,2,2,8,130,4010001,2,1,45,10,100,2,,4010001,4010002,12,2013,12,2013,0,,,,,,,,,,,0,0.400000005960464,0,0,0,0,,4,2,,0.600000023841858,,1,2,"H04010-04-01",1275.85070800781
40100401,2,2,7,130,4010001,2,7,22,39,5,2,,4010001,4010002,11,2013,11,2013,0,,,,,,,,,,,1,6,0,0,0,0,,4,2,,0,,2,96,"H04010-04-01",1275.85070800781
40100401,2,2,9,630,4010001,2,10,20,20,15,2,,4010001,4010002,12,2013,1,2014,0,,,,,,,,,,,2,8,0,0,0,0,,6,2,,0,,3,,"H04010-04-01",1275.85070800781
40100401,3,3,10,812,4010001,2,4,44,12,30,1,4010001,,,9,2013,12,2013,2,44,12,30,111000,2,2000,1,4010001,,,0,0,0,0,0,0,,4,2,,2,,3,,"H04010-04-01",1275.85070800781
40100401,3,3,11,742,4010001,2,50,20,69,5,2,,4010001,4010002,7,2013,12,2013,0,,,,,,,,,,,0,0,50,0,0,0,,6,2,,0,,2,96,"H04010-04-01",1275.85070800781
40110401,1,1,1,741,4011001,2,20,20,67,18,2,,4011001,4011002,10,2013,1,2014,0,,,,,,,,,,,3,17,0,0,0,0,,6,2,,0,,3,,"H04011-04-01",1275.85070800781
