"HHID","PID","w2q1a","w2q1b","w2q1c","w2q2","w2q3","w2q4","w2q5","wgt_X"
"H27102-04-01","P27102-003",3,,,3,,,,3443.49438476563
"H27103-04-01","P27103-004",3,,,3,,,,3443.49438476563
"H27103-04-01","P27103-001",3,,,1,1,18,22,3443.49438476563
"H27104-04-01","P27104-001",3,,,2,1,18,20,3443.49438476563
"H27107-04-01","P27107-007",3,,,1,3,19,23,3443.49438476563
"H27107-04-01","P27107-008",3,,,3,,,,3443.49438476563
"H27108-04-01","P27108-002",2,"P27108-001",1,,,23,27,3443.49438476563
"H27110-04-01","P27110-008",3,,,3,,,,3443.49438476563
"H27110-04-01","P27110-006",3,,,3,,,,3443.49438476563
"H27110-04-01","P27110-012",3,,,3,,,,3443.49438476563
"H27402-04-02","P27402-017",3,,,3,,,,1721.74743652344
"H27402-04-02","P27402-004",2,"P27402-001",1,,,23,30,1721.74743652344
"H27404-04-02","P27404-002",2,"P27404-009",1,,,17,20,1721.74743652344
"H27404-04-02","P27404-002",2,"P27404-009",1,,,17,20,1721.74743652344
"H27406-04-01","P27406-001",1,"P27406-002",2,,,23,26,3443.49487304688
"H27407-04-01","P27407-002",1,"P27407-001",1,,,19,25,3443.49487304688
"H27408-04-01","P27408-002",2,"P27408-007",1,,,20,26,3443.49487304688
"H27408-04-01","P27408-003",3,,,3,,,,3443.49487304688
"H27409-04-01","P27409-003",3,,,3,,,,3443.49487304688
"H27409-04-01","P27409-002",2,"P27409-001",2,,,18,22,3443.49487304688
"H27801-04-01","P27801-003",3,,,3,,,,3443.49438476563
"H27801-04-01","P27801-002",1,"P27801-001",1,,,19,21,3443.49438476563
"H27802-04-01","P27802-002",2,"P27802-001",1,,,18,23,3443.49438476563
"H27803-04-01","P27803-009",1,"P27803-003",1,,,18,23,3443.49438476563
"H27804-04-01","P27804-002",1,"P27804-001",1,,,16,22,3443.49438476563
"H27805-04-01","P27805-002",1,"P27805-001",1,,,18,22,1721.74719238281
"H27805-04-02","P27805-012",2,"P27805-006",1,,,18,23,1721.74719238281
"H27806-04-01","P27806-008",2,"P27806-004",1,,,18,19,1721.74719238281
"H27806-04-02","P27806-005",2,"P27806-002",1,,,18,25,1721.74719238281
"H27807-04-01","P27807-003",3,,,3,,,,3443.49438476563
"H27807-04-01","P27807-002",1,"P27807-001",1,,,14,16,3443.49438476563
"H27807-04-01","P27807-005",3,,,3,,,,3443.49438476563
"H27808-04-01","P27808-007",3,,,3,,,,1721.74719238281
"H27808-04-01","P27808-009",3,,,3,,,,1721.74719238281
"H27808-04-02","P27808-003",1,"P27808-010",1,,,27,26,1721.74719238281
"H27901-04-01","P27901-005",3,,,3,,,,3443.49438476563
"H27902-04-01","P27902-008",2,"P27902-005",1,,,16,20,3443.49438476563
"H27903-04-01","P27903-002",2,"P27903-001",1,,,17,18,3443.49438476563
"H27904-04-01","P27904-002",2,"P27904-001",1,,,17,23,3443.49438476563
"H27905-04-01","P27905-001",2,"P27905-002",1,,,20,33,3443.49438476563
"H27906-04-01","P27906-001",1,"P27906-002",1,,,16,17,3443.49438476563
"H27907-04-01","P27907-002",1,"P27907-001",1,,,20,30,1721.74719238281
"H27907-04-02","P27907-012",3,,,1,1,19,26,1721.74719238281
"H27907-04-02","P27907-003",1,"P27907-011",1,,,22,24,1721.74719238281
"H27908-04-02","P27908-006",2,"P27908-015",1,,,20,20,1721.74719238281
"H27909-04-01","P27909-002",1,"P27909-001",1,,,15,22,3443.49438476563
"H27909-04-01","P27909-007",1,"P27909-003",1,,,20,24,3443.49438476563
"H27910-04-01","P27910-004",3,,,3,,,,3443.49438476563
"H28003-04-01","P28003-003",3,,,3,,,,3443.49487304688
"H28003-04-01","P28003-009",3,,,3,,,,3443.49487304688
"H28003-04-01","P28003-005",3,,,3,,,,3443.49487304688
"H28006-04-01","P28006-004",2,"P28006-001",1,,,20,44,3443.49487304688
"H28007-04-01","P28007-002",2,"P28007-001",1,,,24,31,3443.49487304688
"H28102-04-01","P28102-002",2,"P28102-001",1,,,16,19,3443.49438476563
"H28102-04-01","P28102-003",3,,,3,,,,3443.49438476563
"H28104-04-01","P28104-002",2,"P28104-001",1,,,19,23,3443.49438476563
"H28105-04-01","P28105-002",2,"P28105-001",1,,,18,22,3443.49438476563
"H28106-04-01","P28106-008",1,"P28106-001",1,,,31,42,3443.49438476563
"H28107-04-01","P28107-005",2,"P28107-001",1,,,22,22,3443.49438476563
"H28108-04-01","P28108-001",2,"P28108-002",2,,,20,35,1721.74719238281
"H28108-04-02","P28108-013",3,,,2,3,26,28,1721.74719238281
"H28108-04-02","P28108-003",2,"P28108-011",1,,,21,26,1721.74719238281
"H28109-04-02","P28109-004",1,"P28109-003",1,,,19,24,1721.74719238281
"H28109-04-02","P28109-005",3,,,3,,,,1721.74719238281
"H28110-04-01","P28110-007",3,,,3,,,,3443.49438476563
"H28110-04-01","P28110-002",1,"P28110-001",1,,,17,38,3443.49438476563
"H28202-04-01","P28202-002",2,"P28202-001",1,,,18,23,3443.49487304688
"H28202-04-01","P28202-007",3,,,3,,,,3443.49487304688
"H28205-04-02","P28205-002",3,,,2,2,15,23,1721.74743652344
"H28205-04-02","P28205-004",3,,,3,,,,1721.74743652344
"H28206-04-01","P28206-016",1,"P28206-005",1,,,18,17,1721.74743652344
"H28207-04-01","P28207-004",1,"P28207-003",1,,,18,25,1721.74743652344
"H28207-04-01","P28207-005",3,,,3,,,,1721.74743652344
"H28207-04-02","P28207-001",1,"P28207-002",1,,,18,20,1721.74743652344
"H28209-04-01","P28209-002",2,"P28209-001",1,,,17,25,3443.49487304688
"H28210-04-01","P28210-002",2,"P28210-001",1,,,18,25,3443.49487304688
"H28210-04-01","P28210-005",3,,,3,,,,3443.49487304688
"H28211-04-01","P28211-001",3,,,2,3,17,26,3443.49487304688
"H28307-04-01","P28307-008",1,"P28307-003",2,,,20,35,3443.49438476563
"H28309-04-01","P28309-002",3,,,2,1,18,22,3443.49438476563
"H28310-04-01","P28310-017",3,,,1,1,15,20,3443.49438476563
"H28505-04-02","P28505-014",1,"P28505-010",1,,,21,26,812.415954589844
"H28702-04-01","P28702-002",2,"P28702-001",2,,,17,22,3443.49438476563
"H28703-04-01","P28703-002",2,"P28703-001",1,,,22,26,3443.49438476563
"H28705-04-01","P28705-002",3,,,1,3,18,25,3443.49438476563
"H28706-04-01","P28706-002",2,"P28706-001",1,,,28,35,3443.49438476563
"H28710-04-01","P28710-002",1,"P28710-001",1,,,20,23,3443.49438476563
"H28803-04-01","P28803-002",1,"P28803-001",1,,,19,23,3443.49438476563
"H28805-04-01","P28805-007",1,"P28805-001",1,,,17,35,3443.49438476563
"H28810-04-01","P28810-002",2,"P28810-001",1,,,23,26,3443.49438476563
"H29003-04-01","P29003-004",3,,,3,,,,3443.49438476563
"H29003-04-01","P29003-002",2,"P29003-001",1,,,15,23,3443.49438476563
"H29004-04-01","P29004-007",3,,,3,,,,3443.49438476563
"H29004-04-01","P29004-002",2,"P29004-001",1,,,16,27,3443.49438476563
"H29006-04-01","P29006-002",1,"P29006-001",1,,,20,22,3443.49438476563
"H29101-04-01","P29101-002",1,"P29101-001",1,,,15,20,3443.49438476563
"H29202-04-01","P29202-002",1,"P29202-001",2,,,24,42,2437.248046875
"H29203-04-01","P29203-002",1,"P29203-006",2,,,21,34,2437.248046875
"H29208-04-01","P29208-004",3,,,3,,,,2437.248046875
"H29209-04-01","P29209-017",3,,,3,,,,2437.248046875
"H29210-04-01","P29210-002",3,,,2,3,15,20,1218.6240234375
"H29210-04-02","P29210-001",3,,,1,2,20,27,1218.6240234375
"H29405-04-01","P29405-002",1,"P29405-001",1,,,20,23,2437.248046875
"H29406-04-01","P29406-002",1,"P29406-001",1,,,25,29,2437.248046875
"H29407-04-01","P29407-002",1,"P29407-001",2,,,19,20,2437.248046875
"H29410-04-02","P29410-007",1,"P29410-010",1,,,29,32,1218.6240234375
"H29501-04-01","P29501-006",3,,,3,,,,2437.248046875
"H29501-04-01","P29501-001",1,,1,,,17,21,2437.248046875
"H29502-04-01","P29502-010",3,,,1,3,15,27,2437.248046875
"H29502-04-01","P29502-002",1,"P29502-001",1,,,19,21,2437.248046875
"H29502-04-01","P29502-005",3,,,3,,,,2437.248046875
"H29503-04-01","P29503-002",1,"P29503-001",1,,,18,22,2437.248046875
"H29504-04-01","P29504-002",1,"P29504-001",2,,,18,25,2437.248046875
"H29505-04-01","P29505-012",1,"P29505-003",1,,,22,21,2437.248046875
"H29507-04-01","P29507-002",1,"P29507-001",1,,,18,25,2437.248046875
"H29509-04-01","P29509-003",3,,,3,,,,2437.248046875
"H29602-04-01","P29602-002",1,"P29602-001",1,,,15,24,812.415954589844
"H29602-04-02","P29602-003",1,"P29602-016",1,,,17,20,812.415954589844
"H29602-04-03","P29602-010",1,"P29602-018",1,,,20,43,812.415954589844
"H29603-04-01","P29603-001",3,,,1,1,15,25,1218.6240234375
"H29603-04-02","P29603-002",1,"P29603-007",1,,,18,33,1218.6240234375
"H29604-04-01","P29604-005",3,,,3,,,,812.415954589844
"H29604-04-02","P29604-012",1,"P29604-002",1,,,25,20,812.415954589844
"H29604-04-03","P29604-008",3,,,1,3,16,18,812.415954589844
"H29608-04-01","P29608-002",1,"P29608-001",1,,,18,16,1218.6240234375
"H29608-04-02","P29608-004",1,"P29608-009",1,,,16,19,1218.6240234375
"H29609-04-02","P29609-001",3,,,3,,,,1218.6240234375
"H29610-04-01","P29610-002",1,"P29610-001",1,,,19,20,2437.248046875
"H29611-04-01","P29611-004",1,"P29611-001",1,,,19,29,2437.248046875
"H29701-04-01","P29701-001",3,,,1,3,20,25,2437.24829101563
"H29701-04-01","P29701-003",3,,,3,,,,2437.24829101563
"H29702-04-01","P29702-002",1,"P29702-001",1,,,17,22,1218.62414550781
"H29702-04-01","P29702-004",3,,,3,,,,1218.62414550781
"H29702-04-02","P29702-003",1,,1,,,19,21,1218.62414550781
"H29703-04-01","P29703-001",3,,,1,3,20,20,2437.24829101563
"H29704-04-01","P29704-002",1,"P29704-001",1,,,16,26,2437.24829101563
"H29705-04-01","P29705-002",1,"P29705-001",1,,,23,21,2437.24829101563
"H29706-04-01","P29706-003",3,,,3,,,,812.416076660156
"H29706-04-01","P29706-004",3,,,3,,,,812.416076660156
"H29706-04-02","P29706-002",1,"P29706-008",1,,,22,24,812.416076660156
"H29706-04-03","P29706-006",1,"P29706-010",2,,,25,23,812.416076660156
"H29706-04-03","P29706-014",3,,,3,,,,812.416076660156
"H29707-04-02","P29707-005",1,,1,,,17,20,609.312072753906
"H29707-04-03","P29707-002",3,,,1,3,24,17,609.312072753906
"H29707-04-04","P29707-012",3,,,2,3,17,25,609.312072753906
"H29709-04-01","P29709-010",1,"P29709-002",2,,,17,21,1218.62414550781
"H29709-04-02","P29709-008",1,"P29709-007",1,,,24,16,1218.62414550781
"H29710-04-03","P29710-005",2,"P29710-019",1,,,22,23,812.416076660156
"H29801-04-01","P29801-002",1,"P29801-001",1,,,14,26,2437.248046875
"H29802-04-01","P29802-002",1,"P29802-001",1,,,20,28,2437.248046875
"H29803-04-01","P29803-004",1,"P29803-003",1,,,20,27,1218.6240234375
"H29803-04-02","P29803-002",1,"P29803-001",1,,,18,23,1218.6240234375
"H29806-04-01","P29806-002",1,"P29806-001",1,,,19,25,2437.248046875
"H29807-04-01","P29807-002",1,"P29807-001",1,,,16,19,1218.6240234375
"H29807-04-02","P29807-003",1,"P29807-008",1,,,20,22,1218.6240234375
"H29902-04-01","P29902-001",2,"P29902-002",1,,,19,20,406.207977294922
"H29902-04-02","P29902-020",3,,,3,,,,406.207977294922
"H29902-04-02","P29902-021",3,,,3,,,,406.207977294922
"H29902-04-05","P29902-006",1,"P29902-005",1,,,15,28,406.207977294922
"H29902-04-05","P29902-010",3,,,3,,,,406.207977294922
"H29902-04-05","P29902-008",3,,,3,,,,406.207977294922
"H29902-04-06","P29902-033",3,,,1,3,22,23,406.207977294922
"H29902-04-06","P29902-032",1,,1,,,18,26,406.207977294922
"H29902-04-06","P29902-024",3,,,1,3,18,20,406.207977294922
"H29902-04-07","P29902-019",3,,,3,,,,406.207977294922
"H29903-04-01","P29903-002",1,"P29903-001",1,,,17,20,1218.6240234375
"H29903-04-01","P29903-004",3,,,3,,,,1218.6240234375
"H29903-04-02","P29903-005",1,"P29903-011",1,,,17,28,1218.6240234375
"H29904-04-01","P29904-002",1,"P29904-001",1,,,18,19,2437.248046875
"H29905-04-01","P29905-002",1,"P29905-001",1,,,17,25,2437.248046875
"H29906-04-02","P29906-007",3,,,1,3,18,21,1218.6240234375
"H29907-04-01","P29907-002",1,"P29907-001",1,,,21,22,2437.248046875
"H29908-04-02","P29908-006",1,"P29908-007",1,,,17,22,1218.6240234375
"H29910-04-01","P29910-002",1,"P29910-001",2,,,19,22,2437.248046875
"H29910-04-01","P29910-007",3,,,3,,,,2437.248046875
"H30002-04-01","P30002-004",1,"P30002-001",1,,,19,32,1218.6240234375
"H30002-04-02","P30002-002",3,,,1,3,14,20,1218.6240234375
"H30006-04-01","P30006-002",1,"P30006-001",1,,,22,28,2437.248046875
"H30008-04-02","P30008-003",3,,,2,3,18,26,1218.6240234375
"H30008-04-02","P30008-011",3,,,2,1,17,99,1218.6240234375
"H30009-04-01","P30009-002",1,"P30009-001",1,,,17,25,2437.248046875
"H30010-04-01","P30010-004",3,,,3,,,,2437.248046875
"H30010-04-01","P30010-002",1,"P30010-001",1,,,15,25,2437.248046875
"H30012-04-01","P30012-002",1,"P30012-001",1,,,20,22,2437.248046875
"H30012-04-01","P30012-004",3,,,3,,,,2437.248046875
"H30302-04-01","P30302-004",3,,,3,,,,2437.248046875
"H30302-04-01","P30302-002",1,"P30302-001",1,,,20,30,2437.248046875
"H30303-04-01","P30303-003",1,"P30303-001",2,,,20,25,2437.248046875
"H30304-04-01","P30304-001",3,,,1,1,15,48,2437.248046875
"H30308-04-01","P30308-010",1,"P30308-009",1,,,25,18,2437.248046875
"H30309-04-01","P30309-006",1,"P30309-005",1,,,19,22,812.415954589844
"H30309-04-02","P30309-001",1,"P30309-002",1,,,16,18,812.415954589844
"H30309-04-03","P30309-008",1,"P30309-024",1,,,19,18,812.415954589844
"H30310-04-01","P30310-015",1,"P30310-003",1,,,23,34,2437.248046875
"H30402-04-01","P30402-002",1,"P30402-001",1,,,20,30,2437.248046875
"H30403-04-01","P30403-002",1,"P30403-001",1,,,15,25,2437.248046875
"H30405-04-01","P30405-002",1,"P30405-001",1,,,19,32,2437.248046875
"H30406-04-01","P30406-002",1,"P30406-001",1,,,22,24,2437.248046875
"H30408-04-01","P30408-003",1,"P30408-002",1,,,17,27,1218.6240234375
"H30409-04-01","P30409-003",3,,,3,,,,2437.248046875
"H30412-04-01","P30412-002",1,"P30412-001",1,,,17,30,2437.248046875
"H30502-04-01","P30502-010",3,,,3,,,,812.415954589844
"H30502-04-02","P30502-013",3,,,3,,,,812.415954589844
"H30502-04-02","P30502-004",1,"P30502-011",1,,,27,28,812.415954589844
"H30502-04-03","P30502-016",3,,,3,,,,812.415954589844
"H30502-04-03","P30502-003",1,"P30502-014",1,,,22,26,812.415954589844
"H30503-04-01","P30503-002",1,"P30503-001",1,,,18,23,2437.248046875
"H30504-04-01","P30504-001",3,,,1,3,19,26,2437.248046875
"H30505-04-01","P30505-002",3,,,3,,,,2437.248046875
"H30509-04-01","P30509-002",1,"P30509-001",2,,,30,53,2437.248046875
"H30511-04-02","P30511-006",1,"P30511-015",1,,,22,28,812.415954589844
"H30602-04-01","P30602-002",1,"P30602-001",1,,,18,22,2437.24829101563
"H30604-04-01","P30604-002",1,"P30604-001",1,,,24,19,2437.24829101563
"H30605-04-02","P30605-009",1,"P30605-004",1,,,24,27,812.416076660156
"H30605-04-03","P30605-003",2,,1,,,29,22,812.416076660156
"H30607-04-01","P30607-002",1,"P30607-001",1,,,16,22,2437.24829101563
"H30608-04-01","P30608-002",1,"P30608-001",1,,,16,25,2437.24829101563
"H30610-04-01","P30610-002",1,"P30610-001",1,,,17,27,2437.24829101563
"H30701-04-03","P30701-010",3,,,3,,,,812.416076660156
"H30702-04-01","P30702-002",1,"P30702-001",1,,,18,22,812.416076660156
"H30702-04-01","P30702-005",3,,,3,,,,812.416076660156
"H30702-04-02","P30702-004",2,"P30702-010",1,,,20,27,812.416076660156
"H30702-04-03","P30702-012",1,"P30702-003",1,,,20,23,812.416076660156
"H30703-04-01","P30703-007",3,,,3,,,,1218.62414550781
"H30703-04-01","P30703-002",1,"P30703-001",1,,,18,200,1218.62414550781
"H30703-04-02","P30703-005",1,"P30703-003",1,,,19,22,1218.62414550781
"H30704-04-01","P30704-002",1,"P30704-001",1,,,16,20,2437.24829101563
"H30706-04-01","P30706-009",1,"P30706-008",1,,,17,35,812.416076660156
"H30706-04-01","P30706-007",3,,,3,,,,812.416076660156
"H30706-04-03","P30706-015",1,"P30706-004",1,,,21,24,812.416076660156
"H30706-04-04","P30706-017",2,"P30706-003",1,,,20,27,812.416076660156
"H30707-04-01","P30707-002",1,"P30707-001",1,,,18,23,2437.24829101563
"H30709-04-01","P30709-002",1,"P30709-001",1,,,17,25,2437.24829101563
"H30709-04-01","P30709-005",3,,,3,,,,2437.24829101563
"H30710-04-01","P30710-005",3,,,3,,,,2437.24829101563
"H30802-04-01","P30802-004",3,,,2,3,16,22,2437.248046875
"H30802-04-01","P30802-005",3,,,3,,,,2437.248046875
"H30805-04-01","P30805-003",3,,,3,,,,1218.6240234375
"H30805-04-02","P30805-007",3,,,3,,,,1218.6240234375
"H30805-04-02","P30805-002",1,"P30805-006",1,,,40,43,1218.6240234375
"H30806-04-01","P30806-002",1,"P30806-001",1,,,18,20,1218.6240234375
"H30806-04-02","P30806-015",1,"P30806-014",1,,,25,20,1218.6240234375
"H30809-04-01","P30809-003",3,,,2,3,17,20,2437.248046875
"H30810-04-01","P30810-001",1,,2,,,20,18,2437.248046875
"H30901-04-01","P30901-002",1,"P30901-001",2,,,20,35,1218.62414550781
"H30901-04-02","P30901-008",3,,,1,3,15,18,1218.62414550781
"H30903-04-01","P30903-002",1,"P30903-001",1,,,15,22,2437.24829101563
"H30904-04-01","P30904-001",3,,,3,,,,2437.24829101563
"H30905-04-01","P30905-002",1,"P30905-001",1,,,15,30,1218.62414550781
"H30905-04-01","P30905-006",3,,,3,,,,1218.62414550781
"H30905-04-02","P30905-003",1,"P30905-012",1,,,21,24,1218.62414550781
"H30906-04-01","P30906-003",1,"P30906-002",1,,,20,21,1218.62414550781
"H30906-04-02","P30906-010",1,"P30906-009",1,,,16,23,1218.62414550781
"H30907-04-01","P30907-001",1,"P30907-005",1,,,20,28,2437.24829101563
"H30909-04-01","P30909-002",1,"P30909-001",2,,,18,23,2437.24829101563
"H30910-04-01","P30910-028",1,"P30910-001",2,,,18,29,1218.62414550781
"H30910-04-01","P30910-027",1,"P30910-001",1,,,20,82,1218.62414550781
"H30910-04-01","P30910-002",1,"P30910-001",1,,,22,68,1218.62414550781
"H30910-04-01","P30910-003",1,"P30910-001",1,,,18,74,1218.62414550781
"H30910-04-02","P30910-024",3,,,3,,,,1218.62414550781
"H30911-04-01","P30911-002",1,"P30911-001",1,,,17,21,2437.24829101563
"H31001-04-01","P31001-002",1,"P31001-001",1,,,19,23,2437.248046875
"H31003-04-01","P31003-002",1,"P31003-001",1,,,18,20,2437.248046875
"H31004-04-02","P31004-007",1,"P31004-004",1,,,16,19,1218.6240234375
"H31006-04-01","P31006-002",1,"P31006-001",1,,,17,26,2437.248046875
"H31006-04-01","P31006-004",3,,,3,,,,2437.248046875
"H31008-04-01","P31008-002",1,"P31008-001",2,,,16,22,2437.248046875
"H31010-04-01","P31010-007",3,,,3,,,,2437.248046875
"H31101-04-02","P31101-013",3,,,3,,,,812.416076660156
"H31101-04-03","P31101-003",2,"P31101-002",1,,,21,26,812.416076660156
"H31102-04-01","P31102-004",3,,,2,3,20,25,2437.24829101563
"H31103-04-01","P31103-002",1,"P31103-001",1,,,15,20,2437.24829101563
"H31105-04-01","P31105-002",1,"P31105-001",1,,,19,16,2437.24829101563
"H31107-04-01","P31107-005",1,"P31107-004",1,,,18,26,2437.24829101563
"H31108-04-01","P31108-002",2,"P31108-001",1,,,22,25,2437.24829101563
"H31109-04-02","P31109-018",1,"P31109-013",1,,,19,33,812.416076660156
"H31109-04-03","P31109-008",1,"P31109-007",1,,,18,25,812.416076660156
"H31110-04-01","P31110-002",1,"P31110-001",1,,,23,33,2437.24829101563
"H31701-04-01","P31701-002",1,"P31701-001",1,,,19,42,2437.24829101563
"H31702-04-01","P31702-002",1,"P31702-001",1,,,20,23,2437.24829101563
"H31703-04-02","P31703-003",1,"P31703-014",1,,,20,26,812.416076660156
"H31706-04-01","P31706-002",1,"P31706-001",1,,,18,25,1218.62414550781
"H31707-04-01","P31707-002",1,"P31707-001",1,,,18,25,2437.24829101563
"H31709-04-01","P31709-002",1,"P31709-001",1,,,37,20,2437.24829101563
"H31710-04-01","P31710-007",1,"P31710-004",1,,,22,19,2437.24829101563
"H31902-04-01","P31902-002",2,"P31902-001",2,,,18,30,3443.49438476563
"H31907-04-01","P31907-003",3,,,3,,,,3443.49438476563
"H31907-04-01","P31907-004",3,,,2,3,22,26,3443.49438476563
"H31908-04-01","P31908-002",2,"P31908-001",1,,,18,28,3443.49438476563
"H31909-04-01","P31909-002",1,"P31909-001",1,,,16,26,3443.49438476563
"H31910-04-01","P31910-002",1,"P31910-001",1,,,22,30,3443.49438476563
"H32101-04-01","P32101-001",3,,,2,3,18,22,3443.49438476563
"H32102-04-01","P32102-001",2,"P32102-003",2,,,15,19,3443.49438476563
"H32103-04-01","P32103-002",1,"P32103-001",1,,,20,25,3443.49438476563
"H32103-04-01","P32103-020",2,"P32103-003",1,,,29,25,3443.49438476563
"H32105-04-01","P32105-004",1,"P32105-001",1,,,17,30,3443.49438476563
"H32106-04-02","P32106-010",1,"P32106-013",1,,,25,27,688.698913574219
"H32106-04-02","P32106-017",3,,,2,2,22,24,688.698913574219
"H32106-04-03","P32106-008",2,"P32106-018",1,,,18,25,688.698913574219
"H32108-04-01","P32108-002",2,"P32108-001",1,,,25,30,3443.49438476563
"H32109-04-01","P32109-002",1,"P32109-011",1,,,14,20,3443.49438476563
"H32202-04-01","P32202-012",3,,,3,,,,3443.49438476563
"H32203-04-01","P32203-002",1,"P32203-001",1,,,16,19,3443.49438476563
"H32203-04-01","P32203-006",3,,,3,,,,3443.49438476563
"H32203-04-01","P32203-004",3,,,3,,,,3443.49438476563
"H32204-04-01","P32204-003",2,,2,,,15,25,3443.49438476563
"H32205-04-01","P32205-010",1,"P32205-002",2,,,20,25,1721.74719238281
"H32205-04-01","P32205-008",3,,,3,,,,1721.74719238281
"H32205-04-01","P32205-007",3,,,3,,,,1721.74719238281
"H32205-04-02","P32205-001",1,"P32205-003",2,,,16,18,1721.74719238281
"H32206-04-01","P32206-002",2,"P32206-001",1,,,19,17,3443.49438476563
"H32206-04-01","P32206-005",3,,,3,,,,3443.49438476563
"H32207-04-01","P32207-002",3,,,2,1,18,33,3443.49438476563
"H32209-04-01","P32209-002",2,"P32209-001",2,,,17,30,1721.74719238281
"H32209-04-01","P32209-003",3,,,2,3,20,28,1721.74719238281
"H32209-04-02","P32209-004",2,"P32209-011",1,,,19,29,1721.74719238281
