"HHID","AGroup_ID","a11q1a","a11q1b","a11q1c","a11q2","a11q3","a11q4","a11q5","hh","wgt_X"
85030403,106,1,1,,2,2,2,,"H08503-04-03",930.822265625
85030403,107,1,1,,,,,,"H08503-04-03",930.822265625
85040401,106,1,6,,2,2,2,,"H08504-04-01",2792.466796875
85050401,106,6,6,,2,2,2,,"H08505-04-01",2792.466796875
85060401,106,6,6,,2,2,2,,"H08506-04-01",2792.466796875
85060401,107,6,6,,,,,,"H08506-04-01",2792.466796875
85060401,108,6,6,,,,,,"H08506-04-01",2792.466796875
85080401,106,6,6,,2,2,2,,"H08508-04-01",2792.466796875
85090401,106,6,6,,2,2,2,,"H08509-04-01",2792.466796875
85090401,107,6,6,,,,,,"H08509-04-01",2792.466796875
85100401,106,6,6,,2,2,2,,"H08510-04-01",1396.2333984375
86020401,107,6,6,,,,,,"H08602-04-01",930.822265625
86020401,108,6,6,,,,,,"H08602-04-01",930.822265625
86020403,108,6,6,,,,,,"H08602-04-03",930.822265625
86030401,105,1,1,,2,2,2,,"H08603-04-01",1396.23327636719
86030401,107,6,6,,,,,,"H08603-04-01",1396.23327636719
86030401,108,1,1,,,,,,"H08603-04-01",1396.23327636719
86050401,107,6,6,,,,,,"H08605-04-01",2792.46655273438
86050401,108,6,6,,,,,,"H08605-04-01",2792.46655273438
86090401,107,1,1,,,,,,"H08609-04-01",2792.46655273438
86090401,108,1,1,,,,,,"H08609-04-01",2792.46655273438
86110401,107,6,6,,,,,,"H08611-04-01",2792.46655273438
86110401,108,6,6,,,,,,"H08611-04-01",2792.46655273438
87010401,105,1,1,,2,2,2,,"H08701-04-01",2792.466796875
87010401,106,1,1,,2,2,2,,"H08701-04-01",2792.466796875
87030401,101,1,6,,2,2,2,,"H08703-04-01",2792.466796875
87030401,105,1,6,,2,2,2,,"H08703-04-01",2792.466796875
87030401,106,1,6,,2,2,2,,"H08703-04-01",2792.466796875
87040401,101,1,4,,2,2,2,,"H08704-04-01",2792.466796875
87040401,105,1,4,,2,2,2,,"H08704-04-01",2792.466796875
87040401,106,6,6,,2,2,2,,"H08704-04-01",2792.466796875
87040401,107,6,6,,,,,,"H08704-04-01",2792.466796875
87060401,101,6,6,,2,2,2,,"H08706-04-01",2792.466796875
87070401,105,6,6,,2,2,2,,"H08707-04-01",2792.466796875
87070401,106,6,6,,2,2,2,,"H08707-04-01",2792.466796875
87070401,107,6,6,,,,,,"H08707-04-01",2792.466796875
87080401,105,1,1,,2,2,2,,"H08708-04-01",1396.2333984375
87080401,106,6,6,,2,2,2,,"H08708-04-01",1396.2333984375
87080402,101,1,1,,2,2,2,,"H08708-04-02",1396.2333984375
87090401,105,6,6,,2,2,2,,"H08709-04-01",2792.466796875
87090401,106,6,6,,2,2,2,,"H08709-04-01",2792.466796875
87090401,107,6,6,,,,,,"H08709-04-01",2792.466796875
87100401,105,1,1,,2,2,2,,"H08710-04-01",2792.466796875
87100401,106,1,1,,2,2,2,,"H08710-04-01",2792.466796875
88010401,106,6,6,,2,2,2,,"H08801-04-01",2792.466796875
88010401,107,6,6,,,,,,"H08801-04-01",2792.466796875
88020401,107,6,6,,,,,,"H08802-04-01",1396.2333984375
88020401,108,6,6,,,,,,"H08802-04-01",1396.2333984375
88020402,108,6,6,,,,,,"H08802-04-02",1396.2333984375
88030401,107,6,6,,,,,,"H08803-04-01",2792.466796875
88050401,107,6,6,,,,,,"H08805-04-01",2792.466796875
88060401,106,6,6,,2,2,2,,"H08806-04-01",2792.466796875
88060401,107,6,6,,,,,,"H08806-04-01",2792.466796875
88100401,106,6,6,,2,2,2,,"H08810-04-01",2792.466796875
88110401,107,6,6,,,,,,"H08811-04-01",2792.466796875
88110401,108,6,6,,,,,,"H08811-04-01",2792.466796875
90010401,105,6,6,,2,2,2,,"H09001-04-01",1275.85070800781
90010401,106,6,6,,2,2,2,,"H09001-04-01",1275.85070800781
90010401,107,6,6,,,,,,"H09001-04-01",1275.85070800781
90070401,105,1,1,,2,2,2,,"H09007-04-01",2551.70141601563
90070401,107,6,6,,,,,,"H09007-04-01",2551.70141601563
90080401,101,1,1,,2,2,2,,"H09008-04-01",1275.85070800781
90080401,104,1,1,,,,,,"H09008-04-01",1275.85070800781
90080401,107,1,1,,,,,,"H09008-04-01",1275.85070800781
90100401,107,6,6,,,,,,"H09010-04-01",2551.70141601563
91010401,108,6,6,,,,,,"H09101-04-01",2551.701171875
91020401,106,1,1,,2,2,2,,"H09102-04-01",2551.701171875
91020401,107,1,1,,,,,,"H09102-04-01",2551.701171875
91030401,106,1,5,30000,2,2,2,,"H09103-04-01",2551.701171875
91030401,107,1,3,,,,,,"H09103-04-01",2551.701171875
91080401,106,6,6,,2,2,2,,"H09108-04-01",2551.701171875
91080401,107,6,6,,,,,,"H09108-04-01",2551.701171875
91080401,108,6,6,,,,,,"H09108-04-01",2551.701171875
91090401,108,6,6,,,,,,"H09109-04-01",2551.701171875
91110401,107,6,6,,,,,,"H09111-04-01",2551.701171875
92030401,106,6,6,,2,2,2,,"H09203-04-01",2551.70141601563
92030401,107,6,6,,,,,,"H09203-04-01",2551.70141601563
92060401,107,6,6,,,,,,"H09206-04-01",2551.70141601563
92080401,107,6,6,,,,,,"H09208-04-01",2551.70141601563
92100401,108,6,6,,,,,,"H09210-04-01",2551.70141601563
94100401,107,1,1,,,,,,"H09410-04-01",2792.466796875
94100401,108,6,6,,,,,,"H09410-04-01",2792.466796875
95050401,105,6,6,,2,2,2,,"H09505-04-01",2792.466796875
96080401,107,6,6,,,,,,"H09608-04-01",2792.466796875
96090401,107,6,6,,,,,,"H09609-04-01",2792.466796875
97100401,105,5,5,260000,2,2,2,,"H09710-04-01",2792.466796875
99090401,107,6,6,,,,,,"H09909-04-01",2792.466796875
99100401,108,6,6,,,,,,"H09910-04-01",2792.466796875
100040401,101,1,1,,2,2,2,,"H10004-04-01",2792.466796875
100040401,106,1,1,,2,2,2,,"H10004-04-01",2792.466796875
100040401,107,1,1,,,,,,"H10004-04-01",2792.466796875
100070401,101,6,6,,2,2,2,,"H10007-04-01",1396.2333984375
100070401,103,6,6,,,,,,"H10007-04-01",1396.2333984375
100100401,101,1,1,,2,2,2,,"H10010-04-01",2792.466796875
100100401,105,1,1,,2,2,2,,"H10010-04-01",2792.466796875
100100401,107,6,6,,,,,,"H10010-04-01",2792.466796875
100100401,108,1,1,,,,,,"H10010-04-01",2792.466796875
107010401,107,6,6,,,,,,"H10701-04-01",757.547973632813
107010402,107,6,6,,,,,,"H10701-04-02",757.547973632813
107020401,107,6,6,,,,,,"H10702-04-01",2272.64404296875
107030401,106,1,6,,2,2,2,,"H10703-04-01",2272.64404296875
107030401,107,1,6,,,,,,"H10703-04-01",2272.64404296875
107040402,106,6,6,,2,2,2,,"H10704-04-02",1136.32202148438
107040402,107,6,6,,,,,,"H10704-04-02",1136.32202148438
107060401,106,6,6,,2,2,2,,"H10706-04-01",1136.32202148438
107060401,107,6,6,,,,,,"H10706-04-01",1136.32202148438
107060402,105,1,6,,2,2,2,,"H10706-04-02",1136.32202148438
107060402,106,1,6,,2,2,2,,"H10706-04-02",1136.32202148438
107060402,107,1,6,,,,,,"H10706-04-02",1136.32202148438
107080401,107,6,6,,,,,,"H10708-04-01",2272.64404296875
107080401,108,6,6,,,,,,"H10708-04-01",2272.64404296875
107090401,106,6,6,,2,2,2,,"H10709-04-01",2272.64404296875
107090401,107,6,6,,,,,,"H10709-04-01",2272.64404296875
107100401,106,6,6,,2,2,2,,"H10710-04-01",454.52880859375
107100401,107,6,6,,,,,,"H10710-04-01",454.52880859375
107100404,106,1,1,,2,2,2,,"H10710-04-04",454.52880859375
107100404,107,1,1,,,,,,"H10710-04-04",454.52880859375
108020401,106,6,6,,2,2,2,,"H10802-04-01",2272.64404296875
108020401,107,6,6,,,,,,"H10802-04-01",2272.64404296875
108030401,105,6,,,2,,,,"H10803-04-01",757.547973632813
108030401,106,6,,,2,,,,"H10803-04-01",757.547973632813
108030401,107,6,,,,,,,"H10803-04-01",757.547973632813
108030401,108,6,,,,,,,"H10803-04-01",757.547973632813
108030403,105,1,,,2,,,,"H10803-04-03",757.547973632813
108030403,106,1,,,2,,,,"H10803-04-03",757.547973632813
108030403,107,1,,,,,,,"H10803-04-03",757.547973632813
108030403,108,1,,,,,,,"H10803-04-03",757.547973632813
108040401,105,6,6,,2,2,2,,"H10804-04-01",2272.64404296875
108040401,108,6,6,,,,,,"H10804-04-01",2272.64404296875
108050401,106,6,6,,2,2,2,,"H10805-04-01",2272.64404296875
108050401,107,6,6,,,,,,"H10805-04-01",2272.64404296875
108070402,106,6,,,2,,,,"H10807-04-02",1136.32202148438
108090401,107,6,6,,,,,,"H10809-04-01",2272.64404296875
109040401,105,6,6,,2,2,2,,"H10904-04-01",2272.64404296875
109040401,107,6,6,,,,,,"H10904-04-01",2272.64404296875
109050401,105,4,1,,2,1,2,,"H10905-04-01",2272.64404296875
109050401,106,6,6,,2,2,2,,"H10905-04-01",2272.64404296875
109050401,107,6,6,,,,,,"H10905-04-01",2272.64404296875
109090401,105,6,6,,2,1,1,100000,"H10909-04-01",568.161010742188
109090401,106,6,6,,2,2,2,,"H10909-04-01",568.161010742188
109090401,107,6,6,,,,,,"H10909-04-01",568.161010742188
109090402,105,6,6,,2,2,2,,"H10909-04-02",568.161010742188
109090402,106,6,6,,2,2,2,,"H10909-04-02",568.161010742188
109100401,106,6,6,,2,2,2,,"H10910-04-01",2272.64404296875
110010401,106,6,6,,2,2,2,,"H11001-04-01",2272.64404296875
110020401,106,6,6,,2,2,2,,"H11002-04-01",2272.64404296875
110020401,107,6,6,,,,,,"H11002-04-01",2272.64404296875
110070401,105,4,4,,2,2,2,,"H11007-04-01",2272.64404296875
110070401,106,6,6,,2,2,2,,"H11007-04-01",2272.64404296875
110070401,107,6,6,,,,,,"H11007-04-01",2272.64404296875
110070401,108,6,6,,,,,,"H11007-04-01",2272.64404296875
110100401,105,6,6,,2,2,2,,"H11010-04-01",2272.64404296875
110100401,106,6,6,,2,2,2,,"H11010-04-01",2272.64404296875
110110401,105,4,6,,2,2,2,,"H11011-04-01",2272.64404296875
110110401,106,6,6,,2,2,2,,"H11011-04-01",2272.64404296875
110110401,107,6,6,,,,,,"H11011-04-01",2272.64404296875
115020401,105,1,1,,2,2,2,,"H11502-04-01",1136.32202148438
115050401,105,1,1,,2,2,2,,"H11505-04-01",2272.64404296875
115070401,106,6,6,,2,2,2,,"H11507-04-01",2272.64404296875
115100401,103,1,6,,,,,,"H11510-04-01",2272.64404296875
118050401,107,6,6,,,,,,"H11805-04-01",2272.64404296875
118060401,107,6,6,,,,,,"H11806-04-01",2272.64404296875
118080401,105,1,6,,2,2,2,,"H11808-04-01",1136.32202148438
118080401,107,1,6,,,,,,"H11808-04-01",1136.32202148438
118090401,107,6,6,,,,,,"H11809-04-01",2272.64404296875
118100401,107,1,1,,,,,,"H11810-04-01",2272.64404296875
119010401,105,6,6,,2,2,2,,"H11901-04-01",2272.64404296875
119010401,106,6,6,,2,2,2,,"H11901-04-01",2272.64404296875
119010401,107,6,6,,,,,,"H11901-04-01",2272.64404296875
119050401,105,6,6,,2,2,2,,"H11905-04-01",2272.64404296875
119050401,107,6,6,,,,,,"H11905-04-01",2272.64404296875
119070401,105,1,1,,2,2,2,,"H11907-04-01",2272.64404296875
119070401,106,1,1,,2,2,2,,"H11907-04-01",2272.64404296875
119070401,107,6,6,,,,,,"H11907-04-01",2272.64404296875
119080401,105,1,6,,2,2,2,,"H11908-04-01",2272.64404296875
119100401,105,1,1,,2,2,2,,"H11910-04-01",2272.64404296875
119100401,106,1,1,,2,2,2,,"H11910-04-01",2272.64404296875
119100401,107,1,1,,,,,,"H11910-04-01",2272.64404296875
120010401,107,6,6,,,,,,"H12001-04-01",2272.64404296875
120050401,105,1,6,,2,2,2,,"H12005-04-01",2272.64404296875
120050401,106,1,6,,2,2,2,,"H12005-04-01",2272.64404296875
120080401,105,1,6,,1,2,2,,"H12008-04-01",1136.32202148438
120080401,107,1,6,,,,,,"H12008-04-01",1136.32202148438
120100401,106,6,6,,2,2,2,,"H12010-04-01",2272.64404296875
120100401,107,6,6,,,,,,"H12010-04-01",2272.64404296875
120100401,108,6,6,,,,,,"H12010-04-01",2272.64404296875
120110401,105,6,6,,2,2,2,,"H12011-04-01",2272.64404296875
123060401,107,6,6,,,,,,"H12306-04-01",2272.64404296875
124020401,106,6,6,,2,2,2,,"H12402-04-01",2272.64404296875
124020401,107,6,6,,,,,,"H12402-04-01",2272.64404296875
124090401,103,1,1,,,,,,"H12409-04-01",2272.64404296875
124090401,107,1,1,,,,,,"H12409-04-01",2272.64404296875
124110401,106,6,6,,2,2,2,,"H12411-04-01",2272.64404296875
125010401,107,6,6,,,,,,"H12501-04-01",2272.64404296875
125040401,108,6,6,,,,,,"H12504-04-01",2272.64404296875
125060401,107,6,6,,,,,,"H12506-04-01",2272.64404296875
125100401,105,1,1,,2,2,2,,"H12510-04-01",2272.64404296875
125100401,107,6,6,,,,,,"H12510-04-01",2272.64404296875
125120401,105,1,1,,2,2,2,,"H12512-04-01",2272.64404296875
125120401,106,6,6,,2,2,2,,"H12512-04-01",2272.64404296875
125120401,107,6,6,,,,,,"H12512-04-01",2272.64404296875
126030401,101,6,6,,2,2,2,,"H12603-04-01",2272.6435546875
126030401,105,6,6,,2,2,2,,"H12603-04-01",2272.6435546875
126040401,102,1,,,2,,,,"H12604-04-01",2272.6435546875
126040401,106,1,,,2,,,,"H12604-04-01",2272.6435546875
126040401,107,1,,,,,,,"H12604-04-01",2272.6435546875
126050401,105,1,1,,2,2,2,,"H12605-04-01",2272.6435546875
126060401,106,1,,,2,,,,"H12606-04-01",1136.32177734375
126070401,105,6,6,,2,2,2,,"H12607-04-01",2272.6435546875
126070401,106,6,6,,2,2,2,,"H12607-04-01",2272.6435546875
126070401,107,6,6,,,,,,"H12607-04-01",2272.6435546875
126100401,101,1,6,,2,2,2,,"H12610-04-01",1136.32177734375
126100401,106,1,6,,2,2,2,,"H12610-04-01",1136.32177734375
126100401,107,1,6,,,,,,"H12610-04-01",1136.32177734375
126100402,106,6,6,,2,2,2,,"H12610-04-02",1136.32177734375
126110401,101,1,,,2,,,,"H12611-04-01",2272.6435546875
127010401,101,6,6,,2,2,2,,"H12701-04-01",1136.32177734375
127040401,101,1,1,,2,2,2,,"H12704-04-01",2272.6435546875
127040401,106,6,6,,2,2,2,,"H12704-04-01",2272.6435546875
127050401,101,6,6,,2,2,2,,"H12705-04-01",2272.6435546875
127050401,107,6,6,,,,,,"H12705-04-01",2272.6435546875
127060401,105,1,7,,2,2,2,,"H12706-04-01",2272.6435546875
127080401,105,6,6,,2,2,2,,"H12708-04-01",2272.6435546875
127090401,105,1,6,,2,2,2,,"H12709-04-01",1136.32177734375
127090401,106,6,6,,2,2,2,,"H12709-04-01",1136.32177734375
127090401,107,6,6,,,,,,"H12709-04-01",1136.32177734375
127100401,106,1,1,,2,2,2,,"H12710-04-01",2272.6435546875
127100401,107,6,6,,,,,,"H12710-04-01",2272.6435546875
128050401,106,1,6,,2,2,2,,"H12805-04-01",757.547973632813
128050401,107,1,6,,,,,,"H12805-04-01",757.547973632813
128080401,106,6,6,,2,2,2,,"H12808-04-01",2272.64404296875
128080401,107,6,6,,,,,,"H12808-04-01",2272.64404296875
128080401,108,6,6,,,,,,"H12808-04-01",2272.64404296875
128100401,105,6,6,,2,2,2,,"H12810-04-01",2272.64404296875
128100401,106,6,6,,2,2,2,,"H12810-04-01",2272.64404296875
128110401,106,1,1,,2,2,2,,"H12811-04-01",2272.64404296875
128110401,107,6,6,,,,,,"H12811-04-01",2272.64404296875
129010401,106,6,6,,2,2,2,,"H12901-04-01",2272.64404296875
129010401,107,6,6,,,,,,"H12901-04-01",2272.64404296875
129030401,106,1,6,,2,2,2,,"H12903-04-01",2272.64404296875
129030401,107,1,6,,,,,,"H12903-04-01",2272.64404296875
129030401,108,1,6,,,,,,"H12903-04-01",2272.64404296875
129040401,105,6,6,,2,2,2,,"H12904-04-01",2272.64404296875
129050401,101,1,1,,2,1,2,,"H12905-04-01",1136.32202148438
129050401,107,1,1,,,,,,"H12905-04-01",1136.32202148438
129050401,108,1,1,,,,,,"H12905-04-01",1136.32202148438
129060401,105,6,6,,2,2,2,,"H12906-04-01",2272.64404296875
129060401,106,6,6,,2,2,2,,"H12906-04-01",2272.64404296875
129060401,107,6,6,,,,,,"H12906-04-01",2272.64404296875
129070401,106,1,6,,2,2,2,,"H12907-04-01",2272.64404296875
129080401,101,6,6,,2,2,2,,"H12908-04-01",2272.64404296875
129080401,105,6,6,,2,2,2,,"H12908-04-01",2272.64404296875
129080401,107,6,6,,,,,,"H12908-04-01",2272.64404296875
129090402,105,1,6,,2,2,2,,"H12909-04-02",2272.64404296875
129090402,106,1,6,,2,2,2,,"H12909-04-02",2272.64404296875
129090402,107,1,6,,,,,,"H12909-04-02",2272.64404296875
129100401,105,2,1,,2,2,2,,"H12910-04-01",2272.64404296875
130020401,105,6,6,,2,1,2,,"H13002-04-01",2272.64404296875
130020401,106,6,6,,2,2,2,,"H13002-04-01",2272.64404296875
130020401,107,6,6,,,,,,"H13002-04-01",2272.64404296875
130040401,105,1,1,,2,2,2,,"H13004-04-01",2272.64404296875
130040401,107,6,6,,,,,,"H13004-04-01",2272.64404296875
130050401,105,6,6,,2,2,2,,"H13005-04-01",2272.64404296875
130060401,105,1,1,,1,1,2,,"H13006-04-01",378.773986816406
130060401,106,1,1,,2,2,2,,"H13006-04-01",378.773986816406
130060401,107,6,6,,,,,,"H13006-04-01",378.773986816406
130060401,108,6,6,,,,,,"H13006-04-01",378.773986816406
130060402,105,6,6,,2,2,2,,"H13006-04-02",378.773986816406
130060402,106,6,6,,1,1,2,,"H13006-04-02",378.773986816406
130060402,107,6,6,,,,,,"H13006-04-02",378.773986816406
130060402,108,6,6,,,,,,"H13006-04-02",378.773986816406
130060403,102,6,6,,2,2,2,,"H13006-04-03",378.773986816406
130060403,105,1,1,,2,2,2,,"H13006-04-03",378.773986816406
130060403,106,6,6,,2,2,2,,"H13006-04-03",378.773986816406
130060403,107,6,6,,,,,,"H13006-04-03",378.773986816406
130060404,106,6,6,,2,2,2,,"H13006-04-04",378.773986816406
130060405,108,6,6,,,,,,"H13006-04-05",378.773986816406
130060406,105,1,1,,2,1,2,,"H13006-04-06",378.773986816406
130060406,106,6,6,,2,2,2,,"H13006-04-06",378.773986816406
130060406,107,6,6,,,,,,"H13006-04-06",378.773986816406
130070401,105,4,6,,2,1,1,100000,"H13007-04-01",2272.64404296875
130070401,106,6,6,,2,2,2,,"H13007-04-01",2272.64404296875
130070401,107,6,6,,,,,,"H13007-04-01",2272.64404296875
130080401,105,4,6,,2,1,2,,"H13008-04-01",2272.64404296875
130080401,106,4,6,,2,2,2,,"H13008-04-01",2272.64404296875
130080401,107,6,6,,,,,,"H13008-04-01",2272.64404296875
130090401,105,6,6,,2,1,1,145000,"H13009-04-01",2272.64404296875
130090401,106,6,6,,2,2,2,,"H13009-04-01",2272.64404296875
130090401,107,6,6,,,,,,"H13009-04-01",2272.64404296875
130090401,108,6,6,,,,,,"H13009-04-01",2272.64404296875
130100401,105,4,4,,2,2,2,,"H13010-04-01",2272.64404296875
130100401,106,6,6,,2,2,2,,"H13010-04-01",2272.64404296875
130100401,107,6,6,,,,,,"H13010-04-01",2272.64404296875
131020401,106,6,6,,2,2,2,,"H13102-04-01",1136.32202148438
131020401,107,6,6,,,,,,"H13102-04-01",1136.32202148438
131020401,108,6,6,,,,,,"H13102-04-01",1136.32202148438
131030401,105,1,6,,2,2,2,,"H13103-04-01",2272.64404296875
131030401,106,1,6,,2,2,2,,"H13103-04-01",2272.64404296875
131030401,107,1,6,,,,,,"H13103-04-01",2272.64404296875
131040401,108,6,6,,,,,,"H13104-04-01",2272.64404296875
131050401,106,6,6,,2,2,2,,"H13105-04-01",1136.32202148438
131050401,107,6,6,,,,,,"H13105-04-01",1136.32202148438
131050401,108,6,6,,,,,,"H13105-04-01",1136.32202148438
131060401,105,6,6,,2,2,2,,"H13106-04-01",2272.64404296875
131060401,106,6,6,,2,2,2,,"H13106-04-01",2272.64404296875
131070402,105,1,6,,2,2,2,,"H13107-04-02",757.547973632813
131070402,106,6,6,,2,2,2,,"H13107-04-02",757.547973632813
131070402,107,6,6,,,,,,"H13107-04-02",757.547973632813
131080401,106,6,6,,2,2,2,,"H13108-04-01",1136.32202148438
131090401,105,1,6,,2,2,2,,"H13109-04-01",2272.64404296875
131090401,106,1,6,,2,2,2,,"H13109-04-01",2272.64404296875
131090401,107,1,6,,,,,,"H13109-04-01",2272.64404296875
132020401,102,1,1,,2,2,2,,"H13202-04-01",2272.64404296875
132020401,107,6,6,,,,,,"H13202-04-01",2272.64404296875
132040401,106,6,6,,2,2,2,,"H13204-04-01",2272.64404296875
132040401,107,6,6,,,,,,"H13204-04-01",2272.64404296875
132050402,105,6,6,,2,2,2,,"H13205-04-02",757.547973632813
132080401,107,6,,,,,,,"H13208-04-01",1136.32202148438
133030401,106,6,6,,2,2,2,,"H13303-04-01",2272.6435546875
133030401,107,6,6,,,,,,"H13303-04-01",2272.6435546875
133060401,107,6,6,,,,,,"H13306-04-01",2272.6435546875
133080401,105,1,6,,2,1,2,,"H13308-04-01",2272.6435546875
133080401,107,6,6,,,,,,"H13308-04-01",2272.6435546875
133090401,105,1,6,,2,2,2,,"H13309-04-01",2272.6435546875
133090401,106,6,6,,2,2,2,,"H13309-04-01",2272.6435546875
133090401,107,6,6,,,,,,"H13309-04-01",2272.6435546875
133100401,105,4,1,,1,1,1,150000,"H13310-04-01",324.663391113281
133100401,107,6,6,,,,,,"H13310-04-01",324.663391113281
133100401,108,6,6,,,,,,"H13310-04-01",324.663391113281
133100402,107,6,6,,,,,,"H13310-04-02",324.663391113281
133100402,108,6,6,,,,,,"H13310-04-02",324.663391113281
133100404,108,6,6,,,,,,"H13310-04-04",324.663391113281
133100405,107,6,6,,,,,,"H13310-04-05",324.663391113281
133110401,107,6,6,,,,,,"H13311-04-01",2272.6435546875
140010401,105,1,4,,1,1,1,50000,"H14001-04-01",2935.46557617188
140010401,106,1,6,,2,2,2,,"H14001-04-01",2935.46557617188
140010401,107,1,6,,,,,,"H14001-04-01",2935.46557617188
140020401,105,6,6,,2,1,2,,"H14002-04-01",2935.46557617188
140020401,106,6,6,,2,2,2,,"H14002-04-01",2935.46557617188
140020401,107,6,6,,,,,,"H14002-04-01",2935.46557617188
140030401,105,1,4,,2,1,2,,"H14003-04-01",978.488586425781
140030401,107,1,1,,,,,,"H14003-04-01",978.488586425781
140030402,107,1,1,,,,,,"H14003-04-02",978.488586425781
140040401,105,1,4,,1,1,2,,"H14004-04-01",978.488586425781
140040401,106,1,6,,2,2,2,,"H14004-04-01",978.488586425781
140040401,107,1,6,,,,,,"H14004-04-01",978.488586425781
140050401,105,1,1,,2,1,2,,"H14005-04-01",2935.46557617188
140050401,106,1,1,,2,1,2,,"H14005-04-01",2935.46557617188
140050401,107,6,6,,,,,,"H14005-04-01",2935.46557617188
140050401,108,6,6,,,,,,"H14005-04-01",2935.46557617188
140060401,105,4,4,,1,1,1,120000,"H14006-04-01",1467.73278808594
140060401,106,1,1,,2,2,2,,"H14006-04-01",1467.73278808594
140060401,107,1,1,,,,,,"H14006-04-01",1467.73278808594
140070401,105,1,4,,1,1,2,,"H14007-04-01",2935.46557617188
140070401,106,1,6,,2,2,2,,"H14007-04-01",2935.46557617188
140080401,105,6,6,,2,1,2,,"H14008-04-01",1467.73278808594
140080401,106,6,6,,2,2,2,,"H14008-04-01",1467.73278808594
140080401,107,6,6,,,,,,"H14008-04-01",1467.73278808594
140090401,105,4,4,,1,1,1,300000,"H14009-04-01",2935.46557617188
140090401,107,1,1,,,,,,"H14009-04-01",2935.46557617188
140100401,105,6,6,,1,1,2,,"H14010-04-01",2935.46557617188
140100401,106,6,6,,2,2,2,,"H14010-04-01",2935.46557617188
140100401,107,6,6,,,,,,"H14010-04-01",2935.46557617188
141010401,107,1,6,,,,,,"H14101-04-01",2935.46557617188
141040401,106,6,6,,2,2,2,,"H14104-04-01",1467.73278808594
141040401,107,6,6,,,,,,"H14104-04-01",1467.73278808594
141060401,106,1,1,,2,2,2,,"H14106-04-01",2935.46557617188
141090401,107,1,1,,,,,,"H14109-04-01",978.488586425781
141100401,106,1,1,,2,2,2,,"H14110-04-01",2935.46557617188
141110401,105,1,6,,2,2,2,,"H14111-04-01",2935.46557617188
141110401,107,1,6,,,,,,"H14111-04-01",2935.46557617188
142010401,107,1,1,,,,,,"H14201-04-01",2935.46557617188
142030401,106,1,6,,2,2,2,,"H14203-04-01",2935.46557617188
142030401,107,1,1,,,,,,"H14203-04-01",2935.46557617188
142060401,105,1,1,,2,2,2,,"H14206-04-01",2935.46557617188
142060401,106,1,1,,2,2,2,,"H14206-04-01",2935.46557617188
142060401,107,1,1,,,,,,"H14206-04-01",2935.46557617188
